account_id,account_name,month,spend
469795226344,billing account_ocl,2024-04-01,1452999.8840031845
352506242819,payments-platform_prod_ocl,2024-04-01,580158.2975649042
628412515026,Datalake AWS,2024-04-01,367227.3155399277
567423616371,parent account_ocl,2024-04-01,231802.1357918547
340077773684,Paytm Financial Services,2024-04-01,163433.8895350119
304016915943,payments-data-rtdd_prod_ocl,2024-04-01,129362.592368747
968032760053,Fraud AWS,2024-04-01,102009.4348873747
002637409966,user-management-prod,2024-04-01,88287.5083655973
424503791295,merchant-payments-api_prod_ocl,2024-04-01,105465.0081603306
075790327284,cdp_growth marketing_ocl,2024-04-01,94252.4898921607
899249751508,PayTm DaaS ML,2024-04-01,70012.0126940925
564188254156,Lending DataScience,2024-04-01,94693.4429265853
898496923608,games_pfg,2024-04-01,73659.3027924261
272415727726,Paytm Ads,2024-04-01,66903.3227346241
337891198417,digital_cst,2024-04-01,3113.0957015051
445736908015,recharge bill payments_ocl,2024-04-01,58648.7666475333
211125458732,tpap-prod,2024-04-01,14674.675282869
705108899578,daas-managed-services,2024-04-01,57624.0983244451
746682193773,cds,2024-04-01,50710.6086414781
003079193758,IOT Prod,2024-04-01,40102.2201486472
359716425895,Travel Aws,2024-04-01,37723.8817368305
381491835802,uth-prod,2024-04-01,3909.3878860733
811134095225,AWS DaaS,2024-04-01,30794.3187332403
901553615594,merchantdashboards,2024-04-01,41021.5259076579
479671683529,cdp risk_ocl,2024-04-01,42943.804229653
761904723706,kyb,2024-04-01,21905.3025174688
755560366148,SAP-HANA,2024-04-01,20821.2435571474
210577074618,recon_prod_ocl,2024-04-01,12316.9186587627
182401677120,onboardingengine,2024-04-01,19826.5032052404
423969094700,pai_push_ocl,2024-04-01,20479.9922263785
419830208690,AaaS-prod,2024-04-01,24359.5698412071
753168370952,hawkeye_ocl,2024-04-01,24025.3813853792
929265682896,payment-non-prod,2024-04-01,15537.4936097477
546818093346,verifierAWS,2024-04-01,17889.9277430551
647564693872,aml-prod,2024-04-01,14303.270622439
975049957371,tpap-dwh,2024-04-01,2099.0718580028
211125515568,risk-ocl-tpap,2024-04-01,6983.4296393823
161115069565,infosec-soc,2024-04-01,12556.5284839182
752518464574,User Preferences System,2024-04-01,11217.9074020552
251917288737,IT Production,2024-04-01,11053.6262990883
072401294672,Oauth AWS,2024-04-01,9918.6566651008
522974168642,paytmchat_ocl,2024-04-01,11156.7830202549
028914776520,edc_prod_ocl,2024-04-01,10679.9199972406
233815244996,payment-platform_nonprod_ocl,2024-04-01,11611.4418427363
407648374860,IT_BACKUP,2024-04-01,7912.4353090372
576293063887,digital_insurance,2024-04-01,6333.2318593669
758230397644,Mall Bangalore,2024-04-01,6621.9046247342
239103975135,QR,2024-04-01,6473.8350275214
252197745876,AWS InfoSec,2024-04-01,4258.1396585997
474140895141,Enterprise SMS,2024-04-01,7902.6302903052
495419344110,incentive,2024-04-01,5482.806623195
984308723723,commonsaas_ocl,2024-04-01,5107.926807418
789596305652,regular_mf,2024-04-01,2798.9543859198
021891570382,risk-lending,2024-04-01,0
