account_id,account_name,entity,hod_id,cloud_id,business_id,percentage,prod_flg,account_creation_date,cls_flg,cls_date
2637409966,user-management-prod,OCL,22072,,,,,,,
3079193758,IOT Prod,OCL,26958,,,,,,,
9124235587,Payer1,PML,4001069,,,,,,,
11420223908,PM-DataLake,PML,4001069,,,,,,,
15680176265,Payer4,PPSL,23538,,,,,,,
17820698743,risk-devops-tools,OCL,59868,,,,,,,
21891570382,risk-lending,OCL,59868,,,,,,,
23903256547,central tools,OCL,23538,,,,,,,
28914776520,edc_prod_ocl,OCL,26958,,,,,,,
36183559279,payer10,PaiPai,60253,,,,,,,
54736913503,scp-mgv,OCL,23538,,,,,,,
58264205572,ppsl-cst-prod,PPSL,22072,,,,,,,
58264391305,pml-storefront,PML,4001069,,,,,,,
64619502227,CentralToolsPlatform,OCL,23538,,,,,,,
65278587813,Rooter Sports Technology Pvt. Ltd.,Rooter,1,,,,,,,
66548792077,IOT Core,OCL,26958,,,,,,,
66636274316,webnmweb_ocl,OCL,71,,,,,,,
68930846606,emi-prod_ocl,OCL,1100255,,,,,,,
72401294672,Oauth AWS,OCL,15178,,,,,,,
75790327284,cdp_growth marketing_ocl,OCL,29009,,,,,,,
90436275138,Digital Channels,OCL,23538,,,,,,,
97001033170,smartretail_ocl,OCL,26958,,,,,,,
116631508635,fastag_non prod_ocl,OCL,23538,,,,,,,
123964038738,ROOTER-PROD-APPS,Rooter,1,,,,,,,
127247839315,Sysops AWS,OCL,23538,,,,,,,
128131020113,pa-nonprod,PPSL,1100255,,,,,,,
130653941854,insurance-ds,OCL,27680,,,,,,,
131752971524,tocom-aws,OCL,23538,,,,,,,
135329050410,CityBus,OCL,27680,,,,,,,
153518195166,cdo-non-prod,OCL,29009,,,,,,,
155772818492,Insider (Events),Insider,71,,,,,,,
159245624542,leadsquared,PML,4001069,,,,,,,
161115069565,infosec-soc,OCL,53973,,,,,,,
161282784430,cdp-ppbl-pa,OCL,29009,,,,,,,
176839215860,aws-omnicard-Prod,OCL,23593,,,,,,,
182401677120,onboardingengine,OCL,15178,,,,,,,
185774682289,pml-chat-dev,OCL,4001069,,,,,,,
189893850600,pa-prod,PPSL,1100255,,,,,,,
210577074618,recon_prod_ocl,OCL,22072,,,,,,,
211125336551,pml-infosec,PML,4001069,,,,,,,
211125458732,tpap-prod,OCL,200063,,,,,,,
211125515568,risk-ocl-tpap,OCL,59868,,,,,,,
218943325897,devopscommon,OCL,29009,,,,,,,
233815244996,payment-platform_nonprod_ocl,OCL,1100255,,,,,,,
239103975135,QR,OCL,1100255,,,,,,,
239666495852,paytmhealth_ocl,OCL,71,,,,,,,
239937555916,ppsl-cardservice,PPSL,1100255,,,,,,,
251917288737,IT Production,OCL,10006,,,,,,,
252197745876,AWS InfoSec,OCL,53973,,,,,,,
264522784930,AWS DNS,OCL,53973,,,,,,,
269350686318,AWS Pan 2,Labs,Labs017,,,,,,,
271855570343,ROOTER-PROD-CDN,Rooter,1,,,,,,,
272415727726,Paytm Ads,OCL,200063,,,,,,,
272968093320,legalapps,OCL,26242,,,,,,,
290310562512,Wallet-Nonprod,OCL,23538,,,,,,,
302399626617,ROOTER-DEV,Rooter,1,,,,,,,
304016915943,payments-data-rtdd_prod_ocl,OCL,1100255,,,,,,,
318633126153,AWS SMS,OCL,10006,,,,,,,
320811487590,dev-projects,OCL,23538,,,,,,,
322263815270,PM-EduTech-Prod,OCL,4001069,,,,,,,
337158390682,dap_ocl,OCL,23538,,,,,,,
337891198417,digital_cst,OCL,22072,,,,,,,
339712759199,feature-store-ocl,OCL,Labs322,,,,,,,
339712810712,tpap-nonprod,OCL,200063,,,,,,,
339712912282,pml-core-poc,PML,4001069,,,,,,,
339712993293,insurance-oauth,PIBPL,300997,,,,,,,
340077773684,Paytm Financial Services,OCL,29009,,,,,,,
340677782776,aoa-prod,OCL,1100255,,,,,,,
352506242819,payments-platform_prod_ocl,OCL,1100255,,,,,,,
359716425895,Travel Aws,OCL,27680,,,,,,,
367464822874,One97 IT,OCL,10006,,,,,,,
368920154232,central_app_tech_ocl,OCL,71,,,,,,,
370214104985,AMC Platform,PML,4001069,,,,,,,
381491835802,uth-prod,OCL,200063,,,,,,,
381492106076,YBL-TSP-AWS-UAT V1,OCIL,200063,,,,,,,
381492193378,pml-datalake,PML,4001069,,,,,,,
389881277731,merchant-business,OCL,15178,,,,,,,
407648374860,IT_BACKUP,OCL,10006,,,,,,,
419830208690,AaaS-prod,OCL,29009,,,,,,,
423387369363,PML IT,PML,4001069,,,,,,,
423969094700,pai_push_ocl,OCL,23538,,,,,,,
424503791295,merchant-payments-api_prod_ocl,OCL,1100255,,,,,,,
439726107081,risk-verifier-nonprod,OCL,59868,,,,,,,
442231926211,lending-vkyc,OCL,29009,,,,,,,
442447453008,Digital Gold,OCL,23538,,,,,,,
445736908015,recharge bill payments_ocl,OCL,23593,,,,,,,
453914767997,risk-monitoring,OCL,28103,,,,,,,
463470958933,New Gold,OCL,23538,,,,,,,
465354398947,aml-nonprod,OCL,52892,,,,,,,
469795226344,billing account_ocl,OCL,23538,,,,,,,
470060591194,edutech,OCL,4001069,,,,,,,
471112548387,ppsl-affordability-prod,PPSL,1100255,,,,,,,
471112571211,ppsl-dwh-prod,PPSL,29009,,,,,,,
471112938013,tpap-oauth-dr,OCL,22072,,,,,,,
471112958605,lending-dwh,OCL,29009,,,,,,,
474140895141,Enterprise SMS,OCL,10006,,,,,,,
475804058290,payer9,PIBPL,300997,,,,,,,
475919677060,paytm_digital_content_ocl,OCL,71,,,,,,,
477161539263,ticketnewprod (Ram),na,6,,,,,,,
477815026673,Affiliate6,Rooter,1,,,,,,,
479671683529,cdp risk_ocl,OCL,29009,,,,,,,
480732456233,dms-prod_ocl,OCL,15178,,,,,,,
481935107677,DaaS-Apps,OCL,29009,,,,,,,
492902601864,ncmc_acquirer_ocl,OCL,23538,,,,,,,
494799526181,AWS_Paytm'Mloyal,OCL,26958,,,,,,,
495419344110,incentive,OCL,15178,,,,,,,
505767364771,risk anomaly,OCL,59868,,,,,,,
510772292268,cdo-dre,OCL,29009,,,,,,,
518207312579,cst-ai,OCL,22072,,,,,,,
522974168642,paytmchat_ocl,OCL,71,,,,,,,
529444375373,Paytm Insurance Broking Private Limited,PIBPL,300997,,,,,,,
532041146482,aml-ppsl-nonprod,PPSL,5,,,,,,,
537598503159,ROOTER-PROD-ANALYTICS,Rooter,1,,,,,,,
538615689396,Pandora AWS,Labs,Labs017,,,,,,,
541095382258,Card Tokenization,OCL,1100255,,,,,,,
542832536672,Affiliate1,Nearbuy,23538,,,,,,,
546818093346,verifierAWS,OCL,59868,,,,,,,
548411824430,pocketurmoney,OCL,15178,,,,,,,
562921704166,paytm-ups,OCL,23538,,,,,,,
564188254156,Lending DataScience,OCL,29009,,,,,,,
567423616371,parent account_ocl,OCL,23538,,,,,,,
576218818919,tools-pa,OCL,23538,,,,,,,
576293063887,digital_insurance,OCL,300997,,,,,,,
576349278157,ROOTER-CLOUD-SECURITY,Rooter,1,,,,,,,
576911611801,poc_infra_testing_ocl,OCL,23538,,,,,,,
580053151223,ROOTER-PROD-TRANSCODING,Rooter,1,,,,,,,
582604545400,pm-chat,PML,4001069,,,,,,,
590183666588,ppsl-pg2-prod,PPSL,1100255,,,,,,,
590183673148,ppsl-rtdd-prod,PPSL,1100255,,,,,,,
590183908249,pml-wiki-jira,PML,4001069,,,,,,,
605458724602,content_ml_ocl,OCL,71,,,,,,,
608146213544,ppblmaquettepa-prod,OCL,59868,,,,,,,
611670160261,emi-nonprod,OCL,1100255,,,,,,,
615069360012,merchant-ra-automation,OCL,22072,,,,,,,
625612021127,aoa-nonprod,OCL,1100255,,,,,,,
