Account ID,Account Name,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25
,Total costs ($),"4,668,958","4,490,456","4,389,100","4,368,239","4,235,363","4,132,414","4,209,433","4,083,758","4,327,233","4,406,366","3,994,369","4,325,159"
352506242819,payments-platform_prod_ocl ,"926,594","795,864","754,750","746,706","686,434","698,920","715,548","675,212","718,375","721,111","623,894","656,505"
628412515026,Datalake AWS ,"424,243","406,120","406,204","399,264","402,506","395,407","409,911","412,154","441,493","435,840","411,588","490,327"
340077773684,Paytm Financial Services ,"220,210","212,634","219,179","230,120","221,080","205,472","209,704","208,042","220,726","217,964","205,306","226,011"
567423616371,parent account_ocl ,"333,742","311,170","289,737","259,476","232,344","230,244","227,052","223,311","232,265","229,026","213,583","202,847"
968032760053,Fraud AWS ,"174,475","183,385","189,836","199,169","205,339","194,144","181,198","158,760","177,588","173,497","175,379","188,737"
002637409966,user-management-prod ,"196,285","196,124","189,489","184,088","191,768","184,598","179,792","174,653","180,884","188,148","174,060","185,179"
304016915943,payments-data-rtdd_prod_ocl ,"179,160","173,013","167,969","160,787","157,044","153,841","164,692","162,786","179,289","169,065","163,621","175,362"
424503791295,merchant-payments-api_prod_ocl ,"167,491","152,160","150,899","147,780","144,681","137,728","144,584","143,030","146,256","149,089","145,688","147,003"
899249751508,PayTm DaaS ML ,"137,824","123,022","119,581","123,329","123,670","126,668","136,458","129,232","129,995","134,409","128,644","143,573"
272415727726,Paytm Ads ,"110,477","95,418","96,582","96,056","97,827","94,715","97,996","91,978","98,849","100,751","100,844","109,835"
075790327284,cdp_growth marketing_ocl ,"128,496","137,665","134,483","119,839","106,506","97,773","99,016","98,343","108,113","105,875","101,748","107,216"
211125458732,tpap-prod ,"31,625","58,915","79,848","92,575","106,841","89,449","96,450","99,838","95,732","100,525","98,435","106,748"
381491835802,uth-prod ,"24,098","31,395","35,582","52,566","63,834","64,515","73,053","72,091","75,218","77,509","76,990","105,466"
898496923608,games_pfg ,"111,248","120,427","121,789","120,939","121,234","112,771","107,024","97,146","96,377","99,785","95,441","100,072"
445736908015,recharge bill payments_ocl ,"102,439","106,433","108,138","107,803","104,356","103,520","112,597","105,196","105,520","106,199","101,647","94,959"
564188254156,Lending DataScience ,"117,918","119,189","105,809","90,516","77,074","82,156","88,557","85,878","81,296","81,755","77,247","79,315"
705108899578,daas-managed-services ,"63,528","57,710","57,999","57,490","53,725","54,334","56,527","50,497","55,580","53,921","55,637","71,079"
755560366148,SAP-HANA ,"48,345","50,535","46,141","47,338","48,255","48,695","46,377","49,449","59,638","64,153","63,816","67,613"
811134095225,AWS DaaS ,"50,876","52,358","48,636","51,803","52,540","52,866","53,320","53,588","55,344","58,485","57,655","60,251"
359716425895,Travel Aws ,"57,967","58,568","55,249","55,070","56,729","55,844","62,556","60,768","60,406","58,419","55,561","59,794"
003079193758,IOT Prod ,"48,625","47,753","44,972","46,662","49,063","50,099","50,804","47,941","49,514","54,207","49,395","55,717"
901553615594,merchantdashboards ,"58,660","54,558","51,478","49,416","47,551","46,800","49,538","49,105","50,207","51,848","50,175","53,482"
210577074618,recon_prod_ocl ,"18,017","18,213","21,327","24,170","26,389","30,899","30,246","28,871","36,504","39,757","41,686","46,736"
479671683529,cdp risk_ocl ,"51,536","44,894","38,379","38,731","33,797","36,543","39,281","35,972","38,174","42,164","43,707","43,600"
423969094700,pai_push_ocl ,"43,002","43,716","53,374","47,870","42,907","36,840","38,123","34,874","35,671","36,192","34,141","38,236"
746682193773,cds ,"95,015","96,807","81,239","87,919","73,981","44,543","40,889","40,696","39,851","36,106","34,926","37,703"
761904723706,kyb ,"31,322","31,425","30,971","32,258","33,328","30,621","31,309","32,525","33,891","35,088","33,676","36,273"
211125515568,risk-ocl-tpap ,"14,930","19,207","19,127","20,637","23,496","23,367","25,540","24,600","25,389","24,982","23,051","34,582"
647564693872,aml-prod ,"16,597","12,368","20,174","12,281","19,146","11,093","15,318","12,914","13,229","25,507","29,251","32,331"
182401677120,onboardingengine ,"27,750","28,024","27,138","27,600","28,040","27,522","26,289","26,184","27,291","27,707","27,486","29,351"
975049957371,tpap-dwh ,"2,969","12,419","13,202","17,346","16,685","16,733","17,593","18,342","26,810","25,808","24,718","27,159"
337891198417,digital_cst ,"4,687","5,195","16,408","29,816","39,351","64,515","99,135","123,655","158,334","206,463","23,365","26,047"
752518464574,User Preferences System ,"21,520","22,210","20,662","23,206","22,979","20,896","19,974","19,249","23,751","24,717","23,286","25,941"
929265682896,payment-non-prod ,"25,775","25,071","23,333","23,953","24,227","24,303","26,277","25,410","26,234","25,881","23,622","23,543"
021891570382,risk-lending ,0,0,0,0,"1,167","14,307","15,112","14,458","15,390","21,765","20,558","23,039"
419830208690,AaaS-prod ,"32,812","32,015","32,070","26,193","20,422","20,391","21,871","22,946","22,528","20,089","19,857","20,493"
753168370952,hawkeye_ocl ,"28,435","28,609","25,612","25,477","22,245","21,337","21,928","20,663","20,888","20,210","18,599","20,061"
161115069565,infosec-soc ,"18,181","18,224","18,094","18,152","18,150","17,066","17,179","16,979","17,104","17,151","16,611","17,456"
233815244996,payment-platform_nonprod_ocl ,"24,384","21,333","18,172","18,473","18,336","18,550","19,860","19,732","21,942","21,546","18,385","16,892"
522974168642,paytmchat_ocl ,"17,391","18,137","17,965","16,858","15,444","15,054","15,623","14,656","15,281","15,547","15,144","16,496"
28914776520,edc_prod_ocl ,"17,371","18,748","19,383","17,647","16,058","15,231","15,353","14,968","15,261","15,602","14,900","16,166"
546818093346,verifierAWS ,"34,050","32,203","33,110","32,444","31,395","28,810","21,466","15,160","15,788","15,626","14,818","15,846"
758230397644,Mall Bangalore ,"21,130","19,709","18,341","16,719","14,395","13,912","17,711","17,946","17,677","16,021","15,634","15,707"
252197745876,AWS InfoSec ,"12,442","13,235","12,975","13,518","13,767","13,415","14,267","13,925","15,111","15,332","13,826","14,982"
576293063887,digital_insurance ,"10,274","10,809","10,918","11,581","12,022","12,944","12,689","12,121","14,782","14,542","12,846","13,883"
251917288737,IT Production ,"12,383","10,293","10,391","10,695","11,036","11,195","11,374","11,807","12,601","11,831","11,471","11,845"
474140895141,Enterprise SMS ,"14,244","14,799","14,793","12,440","12,197","11,829","12,123","11,887","12,113","11,186","10,025","10,546"
239103975135,QR ,"9,297","9,227","9,812","10,749","10,600","9,542","9,915","9,846","9,448","9,643","9,567","9,992"
789596305652,regular_mf ,"5,384","7,374","7,325","7,418","8,194","7,913","8,122","7,942","8,523","8,344","8,856","9,968"
072401294672,Oauth AWS ,"9,416","9,206","9,472","9,577","9,687","15,009","12,171","9,487","9,887","9,383","9,297","9,372"
495419344110,incentive ,"9,499","12,682","10,841","13,034","10,222","8,688","8,684","9,217","8,416","8,652","9,362","8,595"
339712759199,feature-store-ocl ,0,476,"2,146","3,508","5,682","5,548","5,323","5,286","5,833","6,056","6,020","8,532"
340677782776,aoa-prod ,"9,456","8,600","7,827","8,051","7,352","6,977","7,236","6,999","7,303","7,591","7,958","7,988"
984308723723,commonsaas_ocl ,"8,671","8,840","8,485","9,758","8,149","6,749","7,472","7,558","7,802","8,048","7,581","7,750"
407648374860,IT_BACKUP ,"6,728","7,103","7,288","7,137","7,186","7,032","6,885","6,950","6,791","7,128","7,312","7,466"
480732456233,dms-prod_ocl ,"6,848","6,748","6,651","6,910","7,516","7,609","6,968","6,568","7,060","7,195","6,946","7,343"
885068115609,pai-sre ,"6,505","5,463","5,255","5,966","5,751","5,508","6,072","5,834","6,441","6,587","6,199","6,799"
339712810712,tpap-nonprod ,"4,692","6,539","5,436","4,902","5,000","3,599","3,342","3,452","3,574","3,990","4,683","6,309"
318633126153,AWS SMS ,"6,192","6,274","6,201","6,396","6,370","6,229","6,227","6,110","6,213","6,214","5,928","6,207"
090436275138,Digital Channels ,"8,939","7,851","7,383","7,276","6,862","7,112","6,036","5,800","6,165","6,064","5,571","5,904"
952840895893,User Management ,"8,348","6,911","5,255","5,371","5,420","5,121","5,374","5,290","5,731","5,927","5,566","5,689"
442447453008,Digital Gold ,"4,646","4,779","4,694","4,881","4,931","4,814","5,061","5,391","5,387","5,443","5,137","5,645"
66548792077,IOT Core ,"1,464","1,484","1,465","1,518","1,610","1,446","1,474","1,407","1,456","1,725","1,926","5,612"
685585466397,recon_nonprod_ocl ,"5,651","4,932","4,709","4,910","4,624","4,470","4,819","4,727","4,829","4,835","4,711","5,429"
337158390682,dap_ocl ,"6,875","6,779","4,450","4,562","4,296","4,230","4,510","4,429","4,990","5,024","4,696","5,266"
471112958605,lending-dwh ,654,"1,971","3,081","2,971","2,876","2,158","2,201","2,143","2,213","2,237","2,076","5,011"
698979518480,central_pipeline_ocl ,"9,435","7,914","5,244","5,610","5,901","5,507","5,369","4,964","4,967","4,546","4,968","4,694"
615069360012,merchant-ra-automation ,"2,997","3,217","3,217","3,355","3,397","4,046","4,337","3,950","3,723","3,843","4,142","4,619"
997924011427,ckyc ,"5,233","4,353","4,239","4,351","4,283","3,976","4,069","4,115","4,198","4,270","4,107","4,398"
68930846606,emi-prod_ocl ,"4,204","4,740","4,478","4,212","3,964","3,877","4,085","4,135","4,580","4,604","4,276","4,196"
131752971524,tocom-aws ,"3,057","2,562","1,790","1,630","1,462","1,296",957,803,832,"1,303","2,116","4,041"
66636274316,webnmweb_ocl ,"3,286","3,923","3,027","3,333","3,550","3,533","3,611","3,460","3,617","4,349","3,811","3,931"
64619502227,CentralToolsPlatform ,"3,339","4,138","3,920","4,107","3,993","3,422","3,339","3,270","3,489","3,596","3,253","3,626"
562921704166,paytm-ups ,"3,630","3,764","3,769","3,819","3,660","3,537","6,103","3,532","3,569","3,558","3,434","3,580"
