Account ID,Account Name,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25
746682193773,cds ,"95,014.9968","96,807.2833","81,238.7518","87,918.7205","73,980.5590","44,543.1289","40,888.8669","40,696.3809","39,851.0847","36,106.2955","34,925.5888","37,703.3098"
761904723706,kyb ,"31,321.7791","31,425.4368","30,970.9736","32,258.4632","33,327.9865","30,620.8766","31,309.4788","32,524.6077","33,890.9177","35,088.4092","33,675.8005","36,273.0310"
211125515568,risk-ocl-tpap ,"14,930.2100","19,206.8337","19,127.4248","20,637.0875","23,495.8097","23,367.2996","25,539.7030","24,600.0715","25,388.8657","24,981.6423","23,050.9157","34,581.7087"
647564693872,aml-prod ,"16,596.5350","12,368.0930","20,173.7633","12,280.5012","19,145.7397","11,092.7129","15,317.8559","12,914.3444","13,229.0443","25,507.0202","29,251.0676","32,330.6393"
182401677120,onboardingengine ,"27,750.3663","28,024.1402","27,138.2376","27,599.7457","28,040.0200","27,521.7418","26,288.6654","26,184.4674","27,291.4496","27,706.5263","27,485.8805","29,351.3841"
975049957371,tpap-dwh ,"2,968.8079","12,418.9808","13,202.3736","17,346.2255","16,685.0003","16,733.3263","17,592.8151","18,341.5023","26,809.6559","25,808.2405","24,718.1523","27,159.3191"
337891198417,digital_cst ,"4,686.6690","5,195.1322","16,407.8961","29,815.7553","39,350.6963","64,514.6557","99,135.1930","123,654.5518","158,333.5445","206,462.8901","23,364.7176","26,046.6406"
752518464574,User Preferences System ,"21,519.9375","22,209.8153","20,662.4066","23,206.2066","22,979.4747","20,895.8371","19,973.7891","19,249.0956","23,750.7646","24,717.1209","23,285.9056","25,941.0845"
929265682896,payment-non-prod ,"25,774.8659","25,071.3550","23,332.5307","23,953.1031","24,227.0727","24,302.6264","26,276.6391","25,410.4507","26,234.1746","25,881.4392","23,621.9758","23,542.5875"
021891570382,risk-lending ,0.0000,0.0000,0.0000,0.0000,"1,166.7461","14,307.2649","15,112.4115","14,457.9241","15,390.4768","21,764.5435","20,558.1338","23,038.7181"
419830208690,AaaS-prod ,"32,812.2880","32,015.2743","32,070.1964","26,192.9397","20,421.5657","20,390.9934","21,871.4225","22,945.5970","22,528.1134","20,089.2570","19,856.6283","20,492.7557"
753168370952,hawkeye_ocl ,"28,435.3669","28,609.1430","25,611.9024","25,477.4345","22,244.9464","21,337.1019","21,928.3561","20,663.3592","20,888.1761","20,209.7830","18,599.1403","20,061.2199"
161115069565,infosec-soc ,"18,180.7261","18,223.9403","18,094.2803","18,152.2521","18,150.2990","17,066.4286","17,179.4449","16,978.7608","17,103.8652","17,150.5831","16,611.0446","17,456.3316"
233815244996,payment-platform_nonprod_ocl ,"24,384.1845","21,332.6792","18,171.9027","18,473.1841","18,335.9814","18,550.3787","19,860.0822","19,732.3033","21,941.8892","21,545.5432","18,385.0759","16,891.8614"
522974168642,paytmchat_ocl ,"17,390.8945","18,137.0794","17,965.4039","16,858.0518","15,444.3950","15,053.5536","15,622.7416","14,656.3724","15,281.4031","15,547.4075","15,144.2097","16,495.7735"
28914776520,edc_prod_ocl ,"17,371.1575","18,748.2794","19,382.6531","17,647.2940","16,058.2573","15,231.3859","15,353.4075","14,968.2455","15,261.2985","15,601.8540","14,899.9896","16,166.3343"
546818093346,verifierAWS ,"34,049.6144","32,203.3159","33,109.5672","32,444.0179","31,394.7411","28,809.8755","21,466.2454","15,159.8578","15,788.2509","15,626.1080","14,818.4080","15,846.1319"
758230397644,Mall Bangalore ,"21,129.6850","19,708.7193","18,341.0919","16,718.8429","14,395.2867","13,911.5979","17,710.7988","17,946.4585","17,676.8794","16,020.8118","15,633.6990","15,706.9472"
252197745876,AWS InfoSec ,"12,441.6445","13,235.2963","12,975.1837","13,517.5077","13,767.1765","13,415.2471","14,266.9986","13,924.7586","15,110.5188","15,331.9689","13,826.0567","14,982.0098"
576293063887,digital_insurance ,"10,274.2803","10,808.9252","10,918.1622","11,581.2219","12,022.3053","12,944.0768","12,689.1781","12,120.6110","14,781.8871","14,541.8631","12,846.4830","13,882.5379"
251917288737,IT Production ,"12,382.6858","10,292.7762","10,390.7532","10,695.0714","11,036.2795","11,194.6587","11,374.0833","11,806.8385","12,600.9735","11,831.1905","11,470.9529","11,845.2443"
474140895141,Enterprise SMS ,"14,244.0632","14,799.0526","14,793.0243","12,440.0719","12,197.0999","11,828.6771","12,123.2903","11,887.2983","12,112.6823","11,186.1212","10,024.8030","10,545.8675"
239103975135,QR ,"9,297.4261","9,227.0431","9,812.0020","10,749.3076","10,599.8693","9,542.2002","9,914.7201","9,846.3071","9,448.2421","9,643.3466","9,567.0367","9,991.5088"
789596305652,regular_mf ,"5,384.1336","7,374.2112","7,325.1991","7,417.9493","8,193.7227","7,913.4581","8,121.8350","7,941.7964","8,523.2008","8,344.4671","8,856.2948","9,967.9714"
072401294672,Oauth AWS ,"9,415.9381","9,206.3702","9,471.6193","9,576.8513","9,686.7712","15,008.9993","12,170.7607","9,487.2113","9,886.6706","9,383.1987","9,296.7880","9,371.9606"
495419344110,incentive ,"9,499.0356","12,681.6339","10,841.4685","13,034.0696","10,222.0521","8,687.9112","8,684.2336","9,216.6919","8,415.7310","8,652.0914","9,362.2276","8,594.9104"
339712759199,feature-store-ocl ,0.0000,476.4064,"2,146.1335","3,507.9981","5,681.5062","5,547.7940","5,323.3494","5,285.5476","5,832.6746","6,055.9535","6,019.7371","8,531.8344"
340677782776,aoa-prod ,"9,456.2748","8,599.6205","7,827.2142","8,051.3441","7,351.7129","6,977.1987","7,236.2722","6,999.0257","7,303.3665","7,590.9559","7,957.5952","7,987.7598"
984308723723,commonsaas_ocl ,"8,670.5754","8,840.4090","8,485.4196","9,757.7007","8,148.8940","6,749.4167","7,471.7284","7,558.0321","7,801.9556","8,047.7280","7,581.2274","7,749.7329"
407648374860,IT_BACKUP ,"6,728.1400","7,103.3036","7,287.5635","7,137.3444","7,185.5395","7,032.0834","6,884.5457","6,949.5818","6,791.1023","7,128.0904","7,312.0660","7,466.1877"
480732456233,dms-prod_ocl ,"6,847.8377","6,747.5461","6,651.3896","6,910.4295","7,515.9358","7,609.3674","6,968.4736","6,567.7444","7,059.9097","7,194.8676","6,945.5028","7,342.9084"
885068115609,pai-sre ,"6,505.3068","5,463.0819","5,255.2859","5,966.2709","5,750.8573","5,508.4620","6,072.0564","5,833.9183","6,441.1026","6,587.3192","6,198.9217","6,799.1843"
339712810712,tpap-nonprod ,"4,692.0993","6,539.3682","5,435.9029","4,901.9980","5,000.4715","3,599.3996","3,342.2968","3,452.4589","3,573.7608","3,989.9005","4,682.8999","6,309.1751"
318633126153,AWS SMS ,"6,192.4528","6,273.5293","6,201.3369","6,395.7533","6,369.9447","6,228.5271","6,227.2670","6,110.3229","6,213.1187","6,213.6418","5,928.3302","6,206.7053"
090436275138,Digital Channels ,"8,939.0654","7,850.8940","7,382.7000","7,275.9398","6,862.3037","7,111.9763","6,035.9772","5,799.6337","6,165.2060","6,064.2214","5,571.1609","5,904.2190"
952840895893,User Management ,"8,347.5089","6,910.8314","5,255.4292","5,370.5978","5,420.0664","5,120.6089","5,374.3567","5,290.2656","5,730.9015","5,927.4376","5,566.2769","5,688.6220"
442447453008,Digital Gold ,"4,645.5330","4,779.0359","4,694.0121","4,881.4650","4,930.7307","4,814.4012","5,060.5406","5,390.8560","5,386.7361","5,442.7950","5,136.8005","5,644.9926"
66548792077,IOT Core ,"1,463.5571","1,484.0422","1,465.0613","1,518.4045","1,610.1980","1,445.8338","1,474.2435","1,406.9665","1,455.5548","1,725.0992","1,925.9226","5,611.8811"
685585466397,recon_nonprod_ocl ,"5,650.5408","4,931.6071","4,709.3336","4,910.0890","4,623.7681","4,469.5130","4,818.8921","4,726.9238","4,829.2043","4,834.5940","4,710.7807","5,429.1130"
337158390682,dap_ocl ,"6,874.5055","6,778.7526","4,449.8447","4,562.2188","4,296.4662","4,229.9520","4,510.2996","4,429.0041","4,990.4180","5,023.8033","4,695.9991","5,265.9968"
471112958605,lending-dwh ,653.5643,"1,971.1160","3,080.6956","2,971.4814","2,875.6408","2,158.4488","2,200.5458","2,143.1822","2,212.9900","2,237.4457","2,076.2842","5,011.0073"
698979518480,central_pipeline_ocl ,"9,434.7681","7,913.6230","5,243.5359","5,609.8073","5,901.1692","5,507.3901","5,368.6931","4,963.8891","4,966.7546","4,546.3123","4,967.5046","4,693.7271"
615069360012,merchant-ra-automation ,"2,997.3772","3,217.1797","3,216.7466","3,355.0853","3,396.5106","4,045.7231","4,337.3569","3,950.3559","3,722.8530","3,843.4240","4,141.8839","4,618.7637"
997924011427,ckyc ,"5,232.7292","4,353.2004","4,239.3226","4,350.5178","4,282.9772","3,975.8960","4,069.2362","4,115.3373","4,197.8439","4,269.8652","4,107.0432","4,397.6276"
68930846606,emi-prod_ocl ,"4,204.0601","4,740.0236","4,477.5734","4,212.2526","3,963.8626","3,876.8649","4,084.8138","4,134.9158","4,580.3956","4,604.4298","4,275.6296","4,195.8151"
131752971524,tocom-aws ,"3,056.7975","2,561.5733","1,790.1326","1,629.8542","1,461.6732","1,296.4354",956.9030,802.5298,831.7519,"1,302.6112","2,116.3535","4,040.9040"
66636274316,webnmweb_ocl ,"3,286.3197","3,922.8480","3,026.7665","3,332.8040","3,549.9004","3,532.9166","3,610.6229","3,459.9039","3,616.6972","4,348.6963","3,811.2140","3,931.2006"
64619502227,CentralToolsPlatform ,"3,339.4743","4,137.7273","3,919.9167","4,106.6637","3,992.6405","3,422.0522","3,339.2481","3,270.2822","3,488.6916","3,595.8558","3,253.2084","3,625.5326"
562921704166,paytm-ups ,"3,630.1463","3,763.8590","3,768.6315","3,818.7518","3,659.7085","3,537.3238","6,103.2709","3,531.8708","3,568.7092","3,558.2166","3,434.0950","3,580.1500"
97001033170,smartretail_ocl ,"3,333.6301","3,248.6851","3,183.8363","3,188.2835","3,172.4462","3,149.7859","3,317.5759","3,234.0824","3,337.1703","3,445.0281","3,448.9328","3,519.6218"
848332057417,mloyal_prod ,"2,727.3501","3,808.7467","3,771.7519","4,121.9846","3,321.7665","3,352.5424","3,470.3172","3,394.1490","3,481.3912","3,446.5184","3,139.0471","3,473.2622"
718893572916,AaaS-nonprod ,"2,622.3363","2,622.9882","2,607.4243","2,298.9725","3,071.2511","3,315.7866","3,482.4942","3,198.6392","3,237.9799","3,242.7023","3,153.3109","3,216.2355"
914516902729,finance_support_ocl ,842.3513,947.3951,"1,201.7267","1,420.1833","1,683.4232","2,150.8445","2,742.7947","2,718.8736","2,770.0988","2,765.6187","2,831.7209","3,028.1416"
736384229724,cloudsecurity-logs ,"3,536.6328","3,525.4219","3,626.7605","3,793.6908","3,935.8787","3,618.2809","5,546.9525","3,231.0096","3,160.7193","3,187.6790","2,684.8605","2,883.5138"
127247839315,Sysops AWS ,"2,267.6289","2,370.9600","2,316.0441","2,413.2768","2,443.4998","2,334.1296","2,605.6544","2,571.2144","2,686.7443","2,739.4957","2,680.4093","2,817.0129"
722152247093,paytm_app_ocl ,"3,285.0413","3,211.3573","2,862.1570","2,814.9629","2,681.4391","2,741.0193","2,779.3194","2,550.2910","2,639.5462","2,660.7601","2,580.8073","2,802.6365"
664526282133,Paytm Labs ,"2,345.3629","2,425.3707","2,360.5594","2,440.0415","2,448.2207","2,368.1331","2,546.9714","2,429.5063","2,516.4726","2,528.6374","2,293.2481","2,493.5256"
611670160261,emi-nonprod ,"2,209.3380","2,118.8569","1,912.4590","1,993.7375","1,975.5885","1,936.8645","2,013.1641","2,105.8147","2,339.6581","2,324.8209","1,877.5641","2,086.0848"
439726107081,risk-verifier-nonprod ,"1,705.8069","2,028.8283","1,792.8286","2,292.2121","2,256.3974","1,896.6563","1,628.9007","1,542.7044","1,590.8774","1,603.5713","1,567.0952","1,962.8553"
821240137883,edc_non prod_ocl ,"2,855.6043","2,976.0556","2,806.2299","2,426.8961","2,190.0939","1,714.6204","1,758.7896","1,764.8829","1,879.5716","1,895.9816","1,738.6744","1,942.1942"
469795226344,billing account_ocl ,"112,223.4875","103,372.8217","86,178.7984","82,987.5331","60,505.1906","62,129.1652","5,448.2713","3,610.5085","2,397.9145","2,481.3045","2,193.7750","1,687.0257"
368920154232,central_app_tech_ocl ,"1,870.6092","1,683.8251","1,655.2503","1,714.4688","1,541.9127","1,766.0737","1,719.1374","1,760.8909","2,304.7520","1,908.5092","1,604.0949","1,602.0225"
135329050410,CityBus ,"1,174.4258","1,313.4476","1,358.7293","1,397.1379","1,389.9463","1,357.5120","1,401.9366","1,385.5944","1,423.5748","1,418.4393","1,302.7239","1,530.3030"
54736913503,scp-mgv ,"3,242.3944","2,482.5756","2,310.6036","2,569.6896","2,368.1460","2,324.1297","2,321.1729","2,252.9832","2,004.4570","1,518.9485","1,314.6146","1,465.9987"
824873459626,miniapps_ocl ,"1,805.4061","1,621.3302","1,599.3294","1,613.6309","1,625.4351","1,499.5902","1,523.2994","1,476.7152","1,504.7254","1,476.4967","1,346.2208","1,441.2793"
625612021127,aoa-nonprod ,"3,007.4346","2,672.9892","2,518.8001","2,608.1714","1,750.3153","1,398.7722","1,414.4512","1,505.6913","1,856.6966","1,726.7929","1,359.6587","1,331.6212"
465354398947,aml-nonprod ,"1,300.8944","1,269.5441","1,198.4073","1,219.8461","1,219.9982","1,203.8986","1,265.3964","1,244.2090","1,267.4792","1,274.8734","1,223.2155","1,296.8452"
272968093320,legalapps ,"1,399.8271","1,189.8222","1,168.8760","1,210.8132","1,224.2978","1,190.4105","1,270.5501","1,235.6679","1,275.8193","1,278.7026","1,167.2459","1,280.8035"
494799526181,AWS_Paytm'Mloyal ,"1,668.0425","1,741.4200","1,668.3876","1,862.8890","1,199.5396","1,087.4055","1,176.3863","1,178.1646","1,210.3509","1,146.7773","1,093.9918","1,164.3125"
153518195166,cdo-non-prod ,"1,249.9307","2,194.8962","2,121.6754","1,245.6065","1,015.3348",985.0113,"1,038.0725","1,000.8376","1,022.7854","1,022.8007",927.7396,"1,023.6055"
481935107677,DaaS-Apps ,"1,021.8458","1,053.8169","1,013.1677","1,036.9890",964.9636,916.9603,931.5913,913.5767,934.6079,934.7144,890.2471,959.1459
505767364771,risk anomaly ,276.7979,283.9395,277.1135,284.3508,284.4344,276.9164,284.7598,276.4636,277.2291,277.2167,331.6160,922.6117
389881277731,merchant-business ,"1,034.4184",811.0759,787.5731,815.0103,812.8351,788.1379,813.1686,788.9660,808.5144,810.2404,745.6514,817.5217
17820698743,risk-devops-tools ,0.0000,0.0000,0.0000,0.0000,49.2167,850.3341,"2,748.8172","1,461.2247","1,312.1793","1,133.6844",951.2668,805.5430
954976288980,tocom-aisensy ,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,762.4973
130653941854,insurance-ds ,"1,719.2234","1,600.7145","1,560.5535","1,601.2726","1,601.1329","1,561.1998","1,602.2099","1,561.4183",753.8935,709.9811,642.0449,693.7627
630307967658,dms-nonprod_ocl ,873.8621,845.5685,833.2878,836.8735,842.8412,782.8722,784.6991,"1,030.8202",960.5153,903.5306,734.5022,677.7753
745098155683,merchant_automation ,819.2409,714.1646,690.2343,668.5245,652.2499,590.2173,599.4151,586.8288,609.3678,617.1777,619.2195,676.5652
492902601864,ncmc_acquirer_ocl ,"3,137.7297","2,656.7601","2,539.4823","1,072.6288",814.5670,745.8250,750.1592,736.4560,699.7351,662.3199,612.9432,652.7701
239666495852,paytmhealth_ocl ,550.2456,571.4822,565.9099,597.6823,615.4053,579.2941,609.0931,591.8943,617.0354,666.8847,627.6595,598.6074
510772292268,cdo-dre ,925.8827,954.7911,931.3497,933.8334,953.6285,"1,104.6657","1,216.9741","1,102.1113","1,318.9402","1,320.8914",964.0952,565.3046
367464822874,One97 IT ,177.0691,181.4849,177.3184,181.8255,181.7027,177.3414,182.4734,177.2909,182.7782,182.7665,234.5939,389.2055
218943325897,devopscommon ,326.8795,336.3599,325.2246,336.6595,336.1028,324.8154,336.2651,324.4830,335.3581,335.4079,337.3691,376.4712
658447621694,hrtech_ocl ,399.1096,401.9547,399.2838,411.2541,411.2893,398.4783,411.9481,398.2706,412.0610,365.7058,333.4181,369.5162
541095382258,Card Tokenization ,"2,088.4215","2,154.3669","1,923.1882","1,892.9036","1,890.7669","1,852.4686","1,912.6064","1,839.4212","1,888.5600","1,840.6892","1,590.2315",341.2783
548411824430,pocketurmoney ,322.7598,331.0812,319.6351,327.2927,327.3123,312.1567,309.4719,299.3727,308.5656,307.1464,282.0736,307.4093
576911611801,poc_infra_testing_ocl ,247.2344,252.7109,245.8167,253.3583,252.2660,249.0756,257.8649,248.4980,256.3995,259.6807,255.6208,235.8540
320811487590,dev-projects ,220.0106,223.6197,216.5418,224.1649,224.3250,222.0879,225.5511,218.4911,230.0361,227.9202,207.6591,228.1804
661338130494,telco-testing ,214.1228,221.5367,229.1238,227.0926,216.0236,213.3000,223.9754,227.5358,228.1055,215.8841,195.9579,216.7949
453914767997,risk-monitoring ,156.9883,159.7820,157.2319,160.1221,160.0059,157.3191,160.8239,157.2946,161.1199,161.1011,152.1005,161.2145
737499001343,call-centre-ivr ,112.6726,106.8535,107.2304,108.4826,115.2768,110.4336,118.1180,113.0983,118.9697,119.2668,116.7304,125.2692
116631508635,fastag_non prod_ocl ,"1,796.1138","1,109.3888","1,084.8587",983.7428,697.2814,475.2819,465.6482,462.7931,316.9683,85.8112,85.0056,85.9914
264522784930,AWS DNS ,46.4160,48.7292,69.3583,86.2826,56.5774,55.7189,65.9376,44.4802,59.6514,115.1955,57.0402,84.5850
841860372390,fastag issuer_prod_ocl ,"1,633.0169","1,604.9902","1,678.7995","1,354.4234","1,240.8221","1,111.1317","1,135.0370","1,078.8600",854.2628,78.9284,76.9897,78.5269
850995531967,cst-playground ,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1494,3.7055
322263815270,PM-EduTech-Prod ,1.5823,1.4563,1.8376,1.7889,1.6693,1.8921,2.4775,1.8403,2.7417,2.7320,2.5294,2.8410
185774682289,pml-chat-dev ,1.1918,1.0340,2.2414,1.3576,1.2324,1.5175,2.1155,2.3028,3.1960,2.3830,2.1660,2.5380
470060591194,edutech ,1.2724,1.1039,1.4231,1.3446,1.2102,1.4783,2.0369,1.4379,2.3465,2.3261,2.1108,2.4556
463470958933,New Gold ,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2342,54.9912,1.1115
663804405009,663804405009 - Redacted ,"14,047.6180","14,105.4147","15,710.5022","19,353.6167","20,423.7687",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
290310562512,290310562512 - Redacted ,"2,315.3652","2,966.9896","2,900.7073","2,615.8414",356.2250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
700271710604,labs-llm ,"3,011.5499","2,144.2802","1,045.6358",984.2098,985.5441,958.0121,988.5119,167.7695,0.0000,0.0000,0.0000,0.0000
518207312579,cst-ai ,604.0419,629.1072,614.6909,733.8812,"1,058.0617",996.8252,"1,076.4875",594.1266,0.0000,0.0000,0.0000,0.0000
471112938013,tpap-oauth-dr ,361.2537,373.1752,361.5317,373.5792,373.6712,361.3667,373.9539,361.2538,373.3253,373.3049,293.3705,0.0000
654654315008,ondc-analytics ,"1,132.5061",431.9923,421.6230,434.3239,435.0118,421.1179,452.7621,78.6692,0.0000,0.0000,0.0000,0.0000
161282784430,cdp-ppbl-pa ,"2,964.2334",283.0557,111.8500,1.3986,1.3967,1.0859,1.5554,0.0000,0.0000,0.0000,0.0000,0.0000
538615689396,Pandora AWS ,365.2424,371.3532,379.9266,392.6991,393.3635,381.7641,398.1885,160.4652,0.0000,0.0000,0.0000,0.0000
975049937880,975049937880 - Redacted ,123.0984,"1,137.5589","1,188.1316",178.8209,37.6714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
798411736697,ncmc-acq-rupay-switch ,"1,616.2860","1,002.2155",8.8584,6.7898,4.2123,4.0665,4.9318,0.0000,0.0000,0.0000,0.0000,0.0000
608146213544,ppblmaquettepa-prod ,730.1312,773.7504,184.4228,190.3812,190.2578,184.4420,191.0742,25.6349,0.0000,0.0000,0.0000,0.0000
23903256547,central tools ,151.7859,161.0812,301.6164,370.4331,307.2289,156.3334,145.8931,52.5483,0.0000,0.0000,0.0000,0.0000
769263341944,769263341944 - Redacted ,446.6861,414.2207,295.8000,212.5649,1.8526,0.7271,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
475919677060,content_ocl ,82.6448,82.2339,81.6507,81.7225,81.5236,81.7362,82.4327,57.1376,0.0000,0.0000,0.0000,0.0000
797142548187,797142548187 - Redacted ,537.9025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
176839215860,aws-omnicard-Prod ,411.7473,1.2504,1.6014,3.6970,1.2741,0.8073,1.3361,0.0000,0.0000,0.0000,0.0000,0.0000
269350686318,AWS Pan 2 ,38.8825,38.5578,38.5082,44.5617,45.8588,41.6565,24.3554,3.1844,0.0000,0.0000,0.0000,0.0000
576218818919,576218818919 - Redacted ,60.0679,61.7173,59.5341,60.8171,10.3647,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
678670235450,678670235450 - Redacted ,45.3094,46.6613,45.6121,47.0584,8.0894,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
605458724602,content_ml_ocl ,16.5994,16.4739,16.6489,16.6686,16.4796,17.1478,17.9355,16.8611,1.2457,0.0000,0.0000,0.0000
239937555916,239937555916 - Redacted ,90.2557,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
860971823470,860971823470 - Redacted ,28.5361,20.3774,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
907058949943,907058949943 - Redacted ,10.1528,6.9110,3.5332,8.7448,6.8707,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
532041146482,532041146482 - Redacted ,2.0185,1.6147,2.0048,3.3960,2.1669,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
