Service,2025-04-01,2025-04-02,2025-04-03,2025-04-04,2025-04-05,2025-04-06,2025-04-07,2025-04-08,2025-04-09,2025-04-10,2025-04-11,2025-04-12,2025-04-13,2025-04-14,2025-04-15,2025-04-16,2025-04-17
EC2-Instances($),433.6475783711,450.508180825,438.7808461354,412.4655503025,313.8706400095,314.2787336747,435.8335433081,438.8769592022,454.706159866,443.8046075301,427.9891042221,309.8702475929,284.2799037062,381.1753858108,368.7729261556,383.5266272654,357.3088002526
EC2-Other($),161.2708107573,208.2126141523,156.981884927,164.737912443,153.8373446746,152.9871245778,216.5365886368,195.4373484215,162.0409766672,172.3838361402,169.1513218409,158.611648983,149.7575298568,156.9506780502,178.2794598691,176.3331725509,163.3781546018
S3($),40.0145141848,41.0868134334,39.7235366503,38.5848749078,38.1817106104,37.6673595958,41.0830940047,41.5018569854,41.0081539797,41.1385601236,41.3177022405,41.78110533,40.1629004596,40.8578025196,41.7653683109,42.049843869,42.4211428339
VPC($),39.4721898406,36.6583171878,36.5844789424,36.4923130939,36.2342150981,35.9956042748,36.2086363198,36.3485742953,36.4677616961,36.5068435718,36.4004866501,36.3496229851,36.2207198306,36.1948930313,36.2030319005,36.1319178585,36.1385614269
Bedrock($),79.757041486,64.111773994,30.54760454,36.69965305,25.86199683,25.21996416,28.34407418,31.664853,30.51991428,26.76602147,25.25288728,22.49226415,19.19994009,25.05366378,34.53038094,36.40563834,36.20699116
Elastic Load Balancing($),19.4554529554,20.1354584904,19.5271605406,18.424792658,17.6057311506,16.7376085821,17.4851527615,16.196118091,16.2219794211,16.0557129991,15.9811952942,16.409461049,15.2059703614,15.413927991,15.9017209077,15.9635006259,16.0189087927
Direct Connect($),14.4005049432,14.4006437427,14.4009165025,14.4032938466,14.4013413571,14.4017737973,14.4014525401,14.4009204978,14.4005525825,14.4015317803,14.4005063375,14.4015342151,14.4004834635,14.4017449866,14.4008150057,14.4014809912,14.4027714833
CloudWatch($),9.4612027072,10.6361994489,10.5070401939,8.8354038922,8.3221146643,7.950284255,8.5451598328,8.3521059354,8.4678136417,8.3840954465,8.5251570855,8.9184169158,8.114900212,7.9386528493,8.4461585409,8.2793652668,8.2986126348
Elastic Container Service for Kubernetes($),6.369530667,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
EC2 Container Registry (ECR)($),2.2483712588,2.2597747462,2.2662830378,2.2724371869,2.2753098456,2.27495077,2.2836057271,2.301114414,2.306344576,2.3156905295,2.3258772926,2.328276,2.328276,2.328276,2.3350080806,2.3459810153,2.3522809997
ElastiCache($),1.99575,2.0015,2.0055,2.005,2.0025,2.00225,2.00625,2.0,2.00075,2.0035,2.00175,2.003,2.00325,2.00275,2.00325,1.9975,1.998
Kinesis Firehose($),1.4920993144,1.5723594368,1.5483946597,1.5234024998,1.2239780797,1.0056840689,1.44616308,1.3671889293,1.2882188322,1.2802865594,1.2129051293,1.0979415789,0.9260771443,1.1411831368,1.2444221576,1.3020834064,1.3186199564
Secrets Manager($),1.2956133336,1.2420994447,1.2964233336,1.2958033336,1.2956783336,1.2962783336,1.2956883336,1.2424344447,1.2412394447,1.2956783336,1.2962533336,1.2962583336,1.2956733336,1.2962583336,1.2428044447,1.2422894447,1.2982383336
Resilience Hub($),15.0,,,,,,,,,,,,,,,,
Lambda($),0.6278039032,0.9820624209,0.9640819266,0.8666119986,0.7726728071,0.6528457571,0.8316476138,0.8250606426,0.7909924315,0.8023580558,0.7755464364,0.74598648,0.6429996353,0.7058889444,0.7776579077,0.7914789081,0.7770167647
CloudWatch Events($),0.738402,0.771784,0.772719,0.743967,0.61773,0.489821,0.718675,0.734091,0.654235,0.697941,0.658948,0.571606,0.516442,0.597043,0.675377,0.689699,0.698118
