Service,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01,2025-02-01,2025-03-01
EC2-Instances($),41722.40694174,42278.2237816456,37162.6640085814,38502.52299343,29871.4844682204,14561.6571423974,13709.0486970692,13601.8463004334,13930.9193745334,11755.894270515,11526.1600972002,13950.7754469786
S3($),14283.6252985074,13124.0730122704,9722.5823536042,15830.1004921108,16574.4652651603,14700.1102828578,14585.9424998082,14592.3720902254,14612.6233998046,14441.0017904181,13904.0848574232,13718.8782454896
Elastic MapReduce($),20877.0172653736,21102.3676597674,16950.6118922994,17225.4804465684,13966.870321857,8098.5575564553,7819.6944378994,7662.0912355072,7065.1494893186,6192.5430564348,5609.773631225,6496.7883737272
EC2-Other($),11908.4261661699,14567.1506776411,11856.5512007209,11679.4237939698,9522.0478694574,4423.4661485482,3988.648154673,4079.8468987929,3462.667839709,2933.8992758666,2744.9644627352,2580.9897765655
SageMaker($),3594.9691568637,3659.0658576399,3589.836178919,2703.1853497867,2095.0610329721,1619.6075277242,,,,0.3860462891,415.1470166871,112.7049229792
VPC($),719.6662336834,643.557593706,659.340172648,681.2181361921,722.3330772479,615.5853337588,606.9629318624,585.7662895234,603.4204356976,605.1675575045,546.1044515068,602.3939122421
Elastic Load Balancing($),814.2027201331,936.4986646794,1000.1345895662,980.2779823748,926.7322451116,258.3197313017,72.9923057372,68.8323809696,71.1271432682,71.1265116466,64.2433693584,71.1266820813
Elastic File System($),942.3336404685,311.0322730114,51.7502528557,52.027034797,35.9510460962,37.2729566884,30.8087915117,30.7699615264,30.7697592261,30.769754478,32.9124493488,31.4219432246
Elastic Container Service for Kubernetes($),54.956228833,77.35019789,138.358079501,148.8,151.397081502,137.137923528,,,,,9.306139139,58.281482667
CloudWatch($),80.8180789248,91.2938136898,89.7281368977,89.8029448858,85.5446668164,63.5549024985,45.4874134684,47.2787032953,45.1575935786,44.4043603375,44.3115286268,44.5548657525
Cost Explorer($),10.3,10.65,10.92,19.71,21.31,21.32,21.83,21.24,22.92,22.75,20.89,25.34
Glue($),2.7648672088,2.7741949912,2.8865204991,2.6365016507,3.7440546947,3.1591133581,3.4173044758,3.0833657087,3.0508627198,2.9795664259,2.7440269136,3.8527918887
DynamoDB($),1.2794807358,1.3213652445,1.2787408663,1.3213655284,1.3213654252,1.2787424311,1.3213668354,1.2787418934,1.3213672063,1.321367229,1.1934945353,1.3213674651
EC2 Container Registry (ECR)($),0.98508367,1.0232391318,1.0531243438,1.0767793417,1.0885520534,1.107949392,1.1079493992,1.107949392,1.1079493992,1.1079493992,1.1079491808,1.1079493992
Claude 3 Sonnet ( Bedrock Edition)($),,,,,,,,,,2.128533,1.866744,2.338779
Secrets Manager($),0.4077539208,0.4038841872,0.4033578096,0.4049941872,0.403949456,0.4012783652,0.4035418216,0.4021528096,0.401574456,0.4020647248,0.4026850032,0.9893791396
Service Catalog($),0.0504,0.0798,0.0861,0.4011,0.4648,0.2653,0.7427,0.1057,0.1239,0.1169,0.1085,0.1582
SES($),0.1250928028,0.1408775036,0.1317040563,0.1389918764,0.128452651,0.1319207946,0.135607211,0.1326982719,0.1414023521,0.1297921417,0.1206811402,0.1293888057
Key Management Service($),0.117975,0.125679,0.111822,0.110166,0.113673,0.108729,0.117411,0.121806,0.14334,0.144759,0.129639,0.102894
Athena($),0.52008,0.125965,0.203865,0.05218,0.071195,0.069675,0.177475,0.082225,0.01862,0.00245,,0.023435
SNS($),0.0156608894,0.017078976,0.0124371936,0.0207577079,0.0182901046,0.0102490972,0.0217475835,0.0160036988,0.0145841087,0.0134157644,0.0119343183,0.0090353294
Route 53($),,,0.1,,,,,,,,,
Lambda($),0.0062054278,0.0057430416,0.0063671428,0.0072837812,0.0070547338,0.0062096981,0.0062189816,0.0060972244,0.0058006851,0.005798508,0.0048762132,0.0054981306
Bedrock($),,,,0.00060122,,,,,,,,0.0152561
CloudWatch Events($),0.001979,0.001545,0.000569,0.000182,0.000142,4.9e-05,4e-06,,2e-06,2e-06,4.7e-05,4e-06
SQS($),0.0004268,0.000282,0.0002212,0.0003276,0.0002452,0.000124,0.0002624,0.0001776,0.0001516,0.0001316,0.000108,6.88e-05
Simple Workflow Service($),4.59188e-05,5.18224e-05,4.58073e-05,5.14283e-05,5.19603e-05,4.71933e-05,5.32272e-05,4.86234e-05,5.00535e-05,4.95768e-05,4.38564e-05,3.09855e-05
Step Functions($),2.4418e-05,2.7496e-05,2.455e-05,4.04286e-05,5.63837e-05,5.06756e-05,5.56882e-05,5.17563e-05,5.32671e-05,5.12563e-05,4.57592e-05,3.72369e-05
Glacier($),7.0646e-06,,,,,,,,2.7e-09,4.1e-09,2.7e-09,
CloudShell($),,,,,5.43e-08,,,,,4.77e-08,,
CloudTrail($),0,0,0,0,0,0,0,0,0,0,0,0
CloudFormation($),,,,,,,0.0,0.0,0.0,0.0,0.0,
Total costs($),95014.9968135542,96807.2832653353,81238.7517650623,87918.7204968658,73980.5589571583,44543.1289437635,40888.866929653,40696.3808782521,39851.0846929866,36106.2954541681,34925.5887781734,37703.3097669883
