Service,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01,2025-02-01,2025-03-01
EC2-Other($),14242.9371688593,30945.2322550123,46299.3990374388,52837.7210827367,62132.9413434978,50742.8939879663,55214.4746080512,60323.5597152631,52947.1775547837,55806.6487343881,56379.4098164597,58872.2306673405
EC2-Instances($),16143.6950904354,25031.9346565915,28746.7593767824,33149.2552449791,37672.6125681928,31483.4266293642,33955.1369637889,32498.0405772573,35790.2583385716,37678.0671224974,34994.9436360152,40200.6567350897
S3($),3.8234814562,524.719359979,1650.4124989034,2976.9550507614,3792.8684389694,4264.7053445719,4163.8425594982,4112.8048383413,3859.5327993661,3901.0513381265,4044.2364246904,4204.967296818
Elastic Load Balancing($),695.3118499645,1768.2299958492,2317.4881771309,2590.5334281205,2305.8415605558,2077.5934335401,2182.4992830081,1991.9132162744,2154.9610053725,2218.2052571603,2109.479139756,2442.0420363129
VPC($),393.5879754693,482.3997253457,671.4709112447,850.4888141246,759.3364611481,716.6095575916,755.4896303638,708.4986857261,724.4736751007,733.1914253339,718.3891244138,818.0152877135
Elastic Container Service for Kubernetes($),72.0,74.4,72.0,74.4,74.4,72.0,74.4,72.0,74.4,74.4,67.2,74.4
CloudWatch($),61.4499730362,68.1610514794,67.2819273701,66.4674675556,69.5971395978,63.6045074972,57.6149284609,58.2519200595,56.6699884868,58.1782318997,58.9301916477,65.533502877
Secrets Manager($),9.3003372179,16.049282958,18.9510916566,23.673826914,27.9485106286,24.0301766348,25.604750685,23.5964171904,25.34009047,27.7634082048,27.8682754698,32.9537059894
SQS($),1.3354533692,2.2220108219,2.6582096219,3.8632532219,3.5339672219,1.9060696219,18.1256704505,22.3395172,24.1254700403,24.6643460125,22.8949896,24.475906
Websoft9 Applications Hosting Platform for Redash($),,,,,,,,,71.765,,,
Cloud Native Database for MariaDB 10.6 (Ubuntu)($),,,,,,,,25.11,,,,
Identity and Access Management Access Analyzer($),,,,,,,,,,,9.0,9.4
Cost Explorer($),0.76,0.61,0.98,0.55,0.37,0.87,0.9,0.96,1.83,1.81,1.64,1.94
DynamoDB($),0.63936,0.660672,0.63936,0.660672,0.660672,0.63936,0.660672,0.63936,0.660672,0.660672,0.596736,0.660672
Service Catalog($),0.0546,0.0413,0.0819,0.4018,0.4809,0.252,0.7546,0.1099,0.1197,0.1176,0.1085,0.1631
Route 53($),0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Key Management Service($),0.083847,0.086151,0.072807,0.072231,0.077064,0.078771,0.080727,0.082065,0.104793,0.103293,0.098664,0.076794
Athena($),,,,,0.290185,,,,,,,
Lambda($),0.0067988655,0.0081520702,0.0103047932,0.010335435,0.0079919811,0.0093207196,0.0103758257,0.0127046506,0.0103481887,0.0106375654,0.0101236075,0.0113169462
CloudWatch Events($),0.003425,0.007341,0.008621,0.011448,0.010208,0.009191,0.007944,0.007125,0.008041,0.007712,0.00746,0.009495
Glue($),0.004628,0.004795,0.004979,0.007525,0.0066427745,0.0048259744,0.0066507072,0.0053749744,0.00554832,0.00418732,0.0041962832,0.00249732
SNS($),0.0022117873,0.0027326213,0.0024116648,0.0038185555,0.0033114707,0.002184956,0.0030226034,0.0022845633,0.0021982894,0.0023123625,0.0021316576,0.0019566121
SES($),,,,,,,,,,0.001112734,0.0005010295,
Simple Workflow Service($),4.99716e-05,5.18224e-05,4.48819e-05,5.28905e-05,5.05302e-05,4.67166e-05,5.32272e-05,5.00535e-05,5.10069e-05,4.86234e-05,4.19496e-05,3.09855e-05
Step Functions($),2.62685e-05,2.7987e-05,2.38135e-05,4.07444e-05,5.5859e-05,4.98857e-05,5.59714e-05,5.17582e-05,5.30105e-05,5.05071e-05,4.57543e-05,3.57651e-05
CloudShell($),,,3.61e-08,,3.27e-08,,,,,,,
Glacier($),,,,6.9e-09,,,,,,,,
CloudTrail($),0,0,0,0,0,0,0,0,0,0,0,0
CloudFormation($),,,,,,,0.0,0.0,0.0,0.0,0.0,
Total costs($),31625.0962767009,58914.8695615379,79848.3216823383,92575.1760920461,106841.0870714604,89448.7354570403,96449.7124956415,99838.0338033121,95731.5453270072,100524.9874897356,98434.9199983343,106747.6410367699
