Service,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01,2025-02-01,2025-03-01
IoT($),22481.0857567195,23193.731740404,22815.1474243633,23923.6707228433,24752.1689930266,24909.4725888462,26926.4705059616,25948.1362602726,27916.6715272073,28561.1937675125,27015.1938234163,30959.9138519849
IoT Device Management($),13596.4919762,12747.15376655,10302.16161475,10962.54354181,11159.17577756,12255.13994269,13860.77845932,12164.11393819,10940.34733466,14597.06375484,11625.00347536,11774.01675275
EC2-Other($),3293.2811711059,3301.9925885815,3253.9814562995,3245.8267994648,3474.5353108699,3676.3685164448,3436.9930370059,3541.1045833862,3755.9697050914,3843.4399172625,4061.4422316052,5082.1095245162
EC2-Instances($),2605.5956432484,2712.432376881,2806.4282904688,2595.6458089564,2580.692046096,2517.9968696794,2633.6028623272,2987.2357817204,3384.0823409173,3529.746007384,3226.2351886018,3825.1167674662
DynamoDB($),1697.9358116759,1349.9679812743,1523.7134473615,1449.2768770482,2794.0378462844,3440.6289517707,635.8688412877,146.230073502,156.1879355144,163.0619759898,183.1110018476,374.7620718543
CloudWatch($),607.6371504798,596.1251211605,561.8917828115,697.3780547166,890.1083919017,939.7641535547,988.3481914498,1023.4672404126,1135.2085607693,1164.5862779433,1090.7433264677,1223.9826234077
Kinesis Firehose($),724.4918758942,726.6693494824,721.4221557123,768.6148780417,796.4850808548,803.4021217076,868.9174683094,827.0117880335,892.5731989468,924.42645852,883.6440558531,1016.8384324843
ElastiCache($),1339.2,1383.84,1339.2,1383.84,970.9202822242,,,,,,,
S3($),1145.1122333426,703.1995873893,652.5137696855,614.4488191601,599.6395149646,447.0199773499,407.5375357531,320.3524827294,302.30621445,390.6657641468,349.0820165509,326.7407110534
Elastic Load Balancing($),358.9197349533,368.3489512978,350.6486008299,364.1208812932,381.2028092989,384.2127176543,418.5881069503,398.8858332995,429.2150046028,436.6502204696,420.8475933298,498.5600715355
VPC($),438.9602351702,375.2202130869,363.6475555716,378.616253681,363.2659124902,362.4519575505,379.6438509966,371.9757836214,371.3976766902,369.1663529344,338.7472078528,423.5004756615
Lambda($),238.7813601693,226.5331082981,209.5551706544,204.2814505985,194.6944808448,183.0044006844,172.7202982964,151.2415625177,166.4506809996,162.2219239791,139.8244989916,143.1185378894
SQS($),89.1056681,61.0840547,64.5237434,65.954382,98.6035529,169.8481537,64.6970441,53.5726951,55.5715997,56.7652062,52.8704451,59.9428323
Secrets Manager($),5.2585327698,4.8706230685,4.7390716587,4.73646909,4.755727047,4.919174992,4.685201133,4.8064266587,4.714767047,4.7087560255,4.605374968,4.656052047
Cost Explorer($),1.89,1.78,1.71,1.28,0.63,2.51,2.79,2.45,3.04,3.04,2.94,3.3
Service Catalog($),0.0798,0.0616,0.1582,0.8036,0.9471,0.497,1.512,0.217,0.2506,0.2443,0.2184,0.3451
SNS($),0.5604615781,0.1648516292,0.2255935666,0.2360563035,0.6009004419,1.5695061178,0.1115950913,0.010251592,0.0091777847,0.0079811484,0.0065943515,0.0038731177
Key Management Service($),0.134121,0.140283,0.122871,0.110574,0.119202,0.118206,0.123669,0.120891,0.152031,0.150486,0.134253,0.10734
Route 53($),0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
IoT Device Defender($),0.05194488,0.05585684,0.02102516,0.01791608,0.0185432,0.0175682,0.01722604,0.01432652,0.01364376,0.01350128,0.00999024,0.01212172
Glue($),0.00458,0.004806,0.005049,0.007665,0.008616,0.006308,0.009849,0.006274,0.006538,0.004717,0.005021,0.00306
CloudWatch Events($),0.00559,0.00576,0.006724,0.003672,0.002422,0.002548,0.002458,0.002586,0.002476,0.00205,0.002142,0.00258
Location Service($),0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00013,0.00013,0.0001,0.00015
Simple Workflow Service($),5.05236e-05,5.19129e-05,4.62348e-05,5.35378e-05,5.2924e-05,4.55066e-05,5.3291e-05,4.89677e-05,5.12989e-05,4.93457e-05,4.35853e-05,3.77641e-05
Step Functions($),2.73725e-05,2.89015e-05,2.54037e-05,4.2892e-05,6.07519e-05,5.28649e-05,5.81693e-05,5.402e-05,5.43334e-05,5.14306e-05,4.62881e-05,3.71107e-05
Direct Connect($),0.0002069382,4.37114e-05,,,,,,,,,,
CloudShell($),,,,1.034e-07,,,,,,2.42e-08,,
Glacier($),,,3.02e-08,,,,,,2.8e-09,4.1e-09,,
CloudTrail($),0,0,0,0,0,0,0,0,0,0,0,0
Migration Hub Refactor Spaces($),0.0,0.0,0.0,0.0,,,,,,,,
CloudFormation($),,,,,,,0.0,0.0,0.0,0.0,0.0,
Total costs($),48624.6840521213,47753.4828641693,44971.9237379623,46661.5146386205,49062.7127436809,50099.0508813138,50803.5184314826,47941.0560015437,49514.2712487759,54207.2596494405,49394.7668304097,55717.1330046629
