Service,2024-04-01,2024-04-02,2024-04-03,2024-04-04,2024-04-05,2024-04-06,2024-04-07,2024-04-08,2024-04-09,2024-04-10,2024-04-11,2024-04-12,2024-04-13,2024-04-14,2024-04-15,2024-04-16,2024-04-17
EC2-Other($),2509.2490720661,2671.4073846463,2601.3237251862,2579.3086129169,2555.0133447798,2505.2627026187,2482.6413077943,2551.6897167058,2500.7677025676,2526.809225137,2482.0222105013,2526.350606174,2484.4887595124,2440.1236544723,2565.5169096755,2511.651974831,2546.7335951576
EC2-Instances($),1929.7583681491,2001.5963552205,2035.8546043821,1993.0673638761,1928.9363678117,1883.5887711921,1858.7036402566,1904.7558266882,1931.2651726799,1932.8635656866,1879.2384652199,1822.3049987315,1800.7226264976,1748.210907598,1830.3020124902,1740.7878549366,1618.5218672274
ElastiCache($),1334.5770807894,1332.7530803292,1333.2760751968,1332.9680751506,1335.1800743566,1334.5000754666,1334.4380854348,1333.8900669004,1333.3540694994,1333.7301013056,1334.1461367854,1332.9530948834,1334.8880739426,1335.1770746882,1333.8560814494,1333.337066924,1332.1290662042
OpenSearch Service($),375.5546299584,375.6686314597,375.6116327042,376.5386349011,375.6116360422,375.49763686,375.5546391949,375.5546386088,375.5546445544,375.4976455036,376.6526495112,375.3836527244,375.6686534712,375.5546572859,375.7256569803,375.5546594985,375.668663592
S3($),273.3709901734,255.4385326016,254.5292402869,251.41925683,227.6076631321,266.300853995,218.385191722,263.6213091295,238.5957866812,231.1121006533,240.3137194194,230.5376153793,241.9603274657,218.610817728,259.3025864376,236.5873929691,238.6623563518
CloudWatch($),111.5318122129,113.9400631679,114.5061811994,112.3968997989,111.7464692147,111.51782833,111.2402917361,112.0163557328,113.8064045962,112.6339395306,101.2999244953,100.0091904129,99.2023617214,98.3867739619,99.9232909487,99.0113866004,98.6077959289
Elastic Load Balancing($),80.5099830675,81.7845530386,77.4680746134,75.1887787979,74.9973024934,74.5340641937,71.142200918,73.9517148718,72.4579092372,74.2709064723,70.3597723859,72.1312542754,70.1608674401,67.9572216773,73.098675764,68.9589548292,66.9321854933
VPC($),56.3934855684,56.7875526042,57.1725735402,56.7917490376,56.8230171158,56.8607763878,56.8202968941,57.112667629,56.7341966099,56.9843315224,56.7141822586,57.2116645713,56.7706290615,56.5404903348,57.2316420729,56.3197883806,56.1739759796
Direct Connect($),25.0057270394,25.3665174216,22.0916624524,20.6286183943,20.1728587123,19.9534310347,18.7729078515,19.9929252193,19.1028345108,19.9095458024,17.6218893045,18.2607091257,17.5324813038,17.2789553115,18.9373970828,17.9318287682,16.5257759283
Managed Streaming for Apache Kafka($),12.9754402504,12.9748261888,12.9686195357,12.9649025428,12.9624081954,12.9591649321,12.9518881832,12.9569871502,12.9561355921,12.9585693691,12.9567623744,12.9569622237,12.9560832309,12.9513210148,12.9582774962,12.9568764858,12.9491789477
DynamoDB($),8.0530702079,8.1581707582,8.15816511,8.1581644569,8.1582495453,8.1582249728,8.1581605948,8.1581609575,8.1581613732,8.1582532495,8.1583006669,8.1582284643,8.1582300393,8.1582290107,8.1582290517,8.1582594729,8.158231415
Relational Database Service($),4.8699684318,4.8733986736,4.8684092664,4.8697561302,4.8710019937,4.8893120703,4.8715000669,4.8734026234,4.8691891869,4.8700623738,4.8706240302,4.8716408566,4.8716333938,4.8668468436,4.8731366571,4.8717889303,4.8703138133
Elastic Container Service for Kubernetes($),4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
Elastic MapReduce($),3.3552,3.3552,3.3552,3.3552,3.3552,3.3552,3.3552,3.3552,3.3552,3.3552,3.3552,3.3552,3.3552,3.3552,3.3552,3.3552,3.3552
Lambda($),2.1852824051,2.4942951797,2.330064105,2.2296644902,2.1535025033,2.0903066436,1.9775505091,2.1170447026,2.0608545861,2.0946553021,1.9807037238,2.0960033552,1.9924443136,1.9573526146,2.0765301889,1.9672617476,1.9077511376
Secrets Manager($),1.2164766664,1.3206966664,1.3040605553,1.3214405553,1.2313566664,1.2431466664,1.2680966664,1.2531916664,1.2768766664,1.2378966664,1.1977716664,1.4640016664,1.2395966664,1.2019716664,1.2519416664,1.2476566664,1.1939316664
EC2 Container Registry (ECR)($),0.7759758361,0.7794384586,0.7815882795,0.784713739,0.7857491823,0.7862919816,0.7862919816,0.7868225291,0.7890704928,0.7929460537,0.8030142,0.8047494061,0.8069321328,0.8069321328,0.8073273513,0.8099789546,0.8119196432
Elastic File System($),0.4328347776,0.4328347776,0.4328347776,0.4328347776,0.4328347776,0.4328347776,0.4328347776,0.4328347776,0.4328347776,0.4328347776,0.4328347776,0.4328347776,0.4328347776,0.4328347776,0.4328347776,0.4328347776,0.4328347776
Key Management Service($),0.1410853344,0.1423123344,0.1426453344,0.1411753344,0.1424773344,0.1426453344,0.1409173344,0.1427923344,0.1424173344,0.1431553344,0.1424323344,0.1450183344,0.1435093344,0.1424173344,0.1427023344,0.1409173344,0.1426453344
Step Functions($),0.1010332461,0.1280523087,0.1298182477,0.1086334179,0.1058215156,0.0991525204,0.0965302749,0.1103245236,0.0977842797,0.1101817685,0.0750415156,0.1124617845,0.0730180268,0.0711370316,0.1100107829,0.10359853,0.0934810284
Cost Explorer($),0.02,0.07,0.08,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.07,0.04,0.04,0.04,0.04,0.07
Route 53($),0.4,,,,,,,,,,,,,,,,
SQS($),0.003036,0.003372,0.003558,0.0031516,0.0032248,0.0030736,0.003056,0.0031956,0.0031524,0.0031508,0.0028624,0.0032828,0.0027788,0.0027288,0.0031796,0.003224,0.0030288
Service Catalog($),0.0,0.0077,0.0035,0.0014,0.0014,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028
CloudWatch Events($),0.001266,0.001592,0.001678,0.001344,0.00141,0.00126,0.001232,0.00135,0.00129,0.001344,0.001056,0.001404,0.000948,0.000904,0.00134,0.00138,0.001182
SNS($),0.0003720446,0.0006046931,0.00054164,0.0004815068,0.0012653993,0.0011592101,0.0011120018,0.0019018803,0.0012356242,0.0013511085,0.0012339404,0.0016865035,0.0017959564,0.0012679181,0.0013513835,0.0013836359,0.0015448963
Glue($),8.4e-05,0.0001,0.000104,0.000119,0.000121,0.000108,0.0001310008,0.0001330008,0.0001260008,0.0001290008,0.0001310008,9.90008e-05,0.0001320008,0.0001260008,0.0001350008,0.0001970008,0.0002160008
Location Service($),8.95e-05,4e-05,3.95e-05,5e-05,4e-05,8.95e-05,4e-05,3.95e-05,5e-05,4e-05,8.95e-05,4e-05,3.95e-05,5e-05,4e-05,8.95e-05,4e-05
Simple Workflow Service($),1.3938e-06,1.3937e-06,1.3937e-06,1.8628e-06,1.8676e-06,1.4065e-06,1.8708e-06,1.8724e-06,1.874e-06,1.4041e-06,1.8724e-06,1.4121e-06,1.8748e-06,1.8748e-06,1.874e-06,1.4105e-06,1.8716e-06
CloudTrail($),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migration Hub Refactor Spaces($),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X-Ray($),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total costs($),6735.2823651188,6954.2853059224,6911.1945973069,6837.5210231173,6725.1347984395,6667.0209116944,6566.5859050646,6731.6214046039,6680.6259011248,6702.8139328223,6597.1898098844,6574.4192008631,6520.2727584639,6396.6326740781,6652.9092910662,6479.0343561844,6388.7495831954
