Service,2024-04-01,2024-04-02,2024-04-03,2024-04-04,2024-04-05,2024-04-06,2024-04-07,2024-04-08,2024-04-09,2024-04-10,2024-04-11,2024-04-12,2024-04-13,2024-04-14,2024-04-15,2024-04-16,2024-04-17
EC2-Other($),2268.6181856273,2278.7944056765,2280.930334744,2291.4204974726,2297.524622979,2307.4925435195,2308.4294551628,2307.461162261,2281.1705598591,2281.9325552448,2222.6557010927,2226.8427232697,2193.9247497344,2174.4644018683,2180.9501446268,2188.9599173872,2154.6182208553
EC2-Instances($),2232.8627594187,2239.2453778162,2270.7271527457,2269.5819748793,2241.6404149721,2237.1697383161,2230.7267264429,2259.3793907064,2291.6847445696,2261.4307041437,2279.0839572064,2266.5985627083,2232.3469960396,2243.0564335237,2252.0357223923,2269.0075422695,2139.8269612002
Elastic MapReduce($),761.7070783562,766.3640231175,766.6910637018,770.8059774744,768.2920186368,764.6358080928,765.0003037152,767.2545770736,776.9166783168,787.6677919302,776.5949683632,758.0156059056,751.241690976,748.1679949632,753.5952522336,757.2609900016,661.9725952112
S3($),204.2800233726,193.932286844,189.4635773194,189.9021139476,188.1520659264,186.7355759805,189.2019651427,201.2400620667,206.829068769,204.5425676212,193.5627089358,187.173029173,186.4333859583,189.4059215905,200.460446126,189.9932019968,187.6893470551
SageMaker($),181.7177915322,168.9113680404,153.6956813293,152.842140161,165.2138961947,151.7722878236,113.6859493088,166.8547875697,154.0221640078,115.4425810564,136.2255193542,174.3916023291,102.746892901,102.0058337641,117.5971429188,115.0305746658,147.2523587905
Relational Database Service($),121.3337737439,121.3672987183,121.3755563777,121.4049832401,121.4188057545,121.4336053327,121.4552426839,121.4826676098,121.5042419427,121.5479327272,121.5593875496,121.5602870198,121.5704679531,121.5762065473,121.5821155129,121.5890567936,138.5135338947
VPC($),46.1144474678,45.3615813843,45.3981829267,45.3892174363,45.5702538807,45.413056372,45.2949893713,45.4821871265,45.3989687747,49.1824337008,51.4224413356,51.6189528617,51.4104259295,51.4081680222,51.5185603738,52.8719793467,53.2216741197
CloudWatch($),36.6733195959,39.5113417238,39.7656608306,39.016605932,38.3006518222,36.9619975583,36.9518011925,38.4164480795,38.799643308,39.4274166315,37.8322643009,32.4751684995,31.1952452407,31.3308864695,33.7234771904,34.0039221435,35.3988132382
Elastic Container Service for Kubernetes($),33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,35.027170056,36.0,36.0,36.0,36.0,36.0
Elastic Load Balancing($),21.721625046,21.5286235528,21.4375801591,21.4882624242,21.9165603556,22.1209901763,22.0564832323,22.1482704278,21.8694675739,22.1958977132,21.4581722881,21.7347593798,21.7922296207,21.5942849021,21.7551750818,21.7148034864,21.7910536039
EC2 Container Registry (ECR)($),5.6335911196,5.4566579584,7.2989957618,10.3975330376,5.647473195,3.8896041653,4.1159411028,6.3795997267,6.8839121319,7.4960239836,4.6270494057,5.2244635095,3.949342713,4.4115366059,5.2211785782,5.3009909441,5.4984835298
QuickSight($),5.6000000448,5.6000000448,5.6000000448,5.6000000448,5.6000000448,5.6000000448,5.6000000448,5.6000000448,5.6000000448,5.6000000448,5.6000000448,5.6000000448,5.6000000448,5.6000000448,5.6000000448,5.6000000448,5.6000000448
Athena($),13.337995,23.233295,,3.55162,1.616185,3.897285,,0.0004,0.0025,0.34722,0.78704,0.0002,,,,,
Key Management Service($),1.9398970152,1.9402060152,1.9407190152,1.9412290152,1.9410010152,1.9412770152,1.9426120152,1.9409020152,1.9362910152,1.9862676822,2.0089636824,2.0294007937,2.043119016,2.043095016,2.043590016,2.041421016,2.040911016
ElastiCache($),1.92,1.92,1.92,1.896,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.896,1.92,1.92,1.92
Cost Explorer($),1.18,1.35,1.19,1.17,1.17,1.17,1.17,1.17,1.31,1.17,1.17,1.56,1.63,1.63,1.63,1.75,1.62
DynamoDB($),1.1721603388,1.1721603392,1.172160341,1.1721603425,1.1721603414,1.1721603432,1.1721603424,1.1721603445,1.172160342,1.2511923422,1.3000323431,1.3000323781,1.3000323838,1.3000323837,1.3000323837,1.300032391,1.3000323965
Elastic File System($),1.1813751094,1.1819602367,1.1829332649,1.183181615,1.1837599237,1.1853642135,1.1843367438,1.1843648622,1.1847280931,1.1857768735,1.1859404319,1.2006559515,1.2150893776,1.2150890577,1.2260939049,1.2501025153,1.2609987288
Route 53($),2.357312,1.9496868,0.9816448,1.0063716,1.0226644,1.0565382,1.020376,1.025558,1.0051672,1.0113606,0.9871284,1.0168292,1.120571,1.0046974,0.985483,0.9456462,0.9167408
