Service,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01,2025-02-01,2025-03-01
EC2-Other($),18457.4001831135,18748.6944543039,18427.9178309707,18650.0468842467,18775.1510666564,18692.6646178302,17751.9343592197,17876.0096856796,18386.1296010722,18685.2980460136,19165.2682438304,19897.6725422359
EC2-Instances($),5062.9973761136,5122.4351722298,4784.3558429546,4963.0689942964,4984.6316313287,4579.8607979544,4523.6408624828,4480.0554544053,4781.2390970519,4929.4539475566,4583.4913719987,5650.0841980974
VPC($),1074.9707165055,1099.8808448472,1057.8657715824,1094.6191364892,1091.7853480786,1052.0225602781,1087.4665766401,1069.09143317,1142.6642596513,1115.4942691683,996.9011961727,1107.9223126975
S3($),1275.712910443,1197.5838381713,1113.7737232279,885.4971670704,770.8551948316,877.9333002794,959.7423301403,972.828587525,1084.4472293121,1210.5352816595,1195.4111587526,1027.645520793
ElastiCache($),686.024,697.008,700.80599999,752.583,762.741,736.113,887.7405,862.03,888.285,745.0165,629.5115,687.16175
Elastic Load Balancing($),656.485161377,667.3067815616,592.1013466646,656.1822209062,644.5078016045,371.1108509148,376.8084240149,361.2942763378,433.0614763581,450.2470886947,391.5418772726,428.3717307411
Elastic Container Service for Kubernetes($),144.0,148.8,144.0,244.8,520.8,504.0,337.401680695,204.0,169.059825835,148.8,134.4,148.8
CloudWatch($),221.894460923,217.9547038927,209.8747948843,215.422842258,212.4262976628,204.0598583527,207.748889622,208.5126690982,226.2320039338,229.8483811714,212.3323471279,227.3956474587
SQS($),58.6642204,40.528286,39.0544012,51.43741,57.4062372,57.1701148,60.4076000307,52.6422,79.3383088,80.4638476,69.22377,64.755016
Textract($),,,,,86.775,338.13,,,,,,
CloudFront($),10.3621941,26.93868585,25.60639805,31.4731106,31.8475941,30.88854615,39.3247736,35.70420275,41.1415955,48.77552985,43.87007645,44.38985795
DynamoDB($),20.9646268545,21.8028977078,21.0995081901,21.8028214008,21.8028768317,21.0995600978,21.8028460655,20.5311529376,21.6678616036,21.8028325452,19.557962739,21.8028368693
EC2 Container Registry (ECR)($),60.2042684851,19.5168442136,5.4916151848,8.8888296106,11.0719286944,12.264310814,14.190010251,16.2548157957,18.5112413185,20.2716953944,23.2151878684,24.9751876679
Key Management Service($),7.5550029473,8.257690872,9.1170510711,9.226364856,11.0544893,11.224763088,11.216872824,11.226440088,11.272591824,12.162254272,12.2465906928,12.210893808
Cost Explorer($),10.72,5.05,4.77,11.53,3.93,5.53,5.33,4.48,5.73,5.58,5.44,5.49
Claude 3 Haiku ( Bedrock Edition)($),,,,0.08876575,45.38716525,,,,,,,
Route 53($),2.2077102,2.2022262,2.1355718,2.1655396,2.1376866,8.5586882,2.3380118,9.5344656,2.3637156,2.4772788,3.1983028,2.3629742
Bedrock($),,,,,4.6972392,18.53978946,,,,,,
Service Catalog($),0.0861,0.0623,0.1519,0.7882,0.8988,0.4795,1.4644,0.1778,0.203,0.2009,0.1806,0.2436
SNS($),0.085707073,0.0827338076,0.0840403579,0.0858954826,0.0791264084,0.0603449749,0.0688101305,0.0629728605,0.070256144,0.0672715297,0.0613624057,0.0725359979
CloudWatch Events($),0.00968,0.012538,0.011342,0.01267,0.010562,0.012616,0.01193,0.010838,0.012066,0.013022,0.01168,0.01235
Lambda($),0.0102202491,0.0101111466,0.0100916148,0.0103525455,0.0080830439,0.0092703326,0.0101581744,0.0096719184,0.0103782413,0.0101956151,0.0094702541,0.0107853397
Glue($),0.0046580064,0.00484604,0.0049666728,0.0074007184,0.00876104,0.0062796728,0.00988104,0.0062520064,0.0062237184,0.00469404,0.0050522248,0.00301604
Secrets Manager($),0.007065,0.007135,0.00535,0.008005,0.00602,0.002905,0.00637,0.004345,0.003735,0.00319,0.00265,0.001275
Simple Workflow Service($),5.05373e-05,5.28685e-05,4.67038e-05,5.25513e-05,5.24385e-05,4.55178e-05,5.37774e-05,5.03983e-05,5.08318e-05,4.88762e-05,4.26351e-05,3.48973e-05
Step Functions($),2.78747e-05,2.88967e-05,2.4907e-05,4.20737e-05,6.10041e-05,5.25698e-05,5.83745e-05,5.30163e-05,5.50983e-05,5.09262e-05,4.70425e-05,3.61104e-05
Systems Manager($),,,,3.9e-05,,,,,,,,
Direct Connect($),7.1694e-06,6.0793e-06,2.38623e-05,4.259e-07,,,,,,,,
CloudTrail($),0,0,0,0,0,0,0,0,0,0,0,0
CloudFormation($),,,,,,,0.0,0.0,0.0,0.0,0.0,
X-Ray($),,,,,,,,,0.0,0.0,,
Total costs($),27750.3663473724,28024.1401776886,27138.2376418891,27599.7457448817,28040.0200232736,27521.7417722873,26288.6653988828,26184.4673665871,27291.4495728943,27706.5263257129,27485.8804902673,29351.3841019041
