Service,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01,2025-02-01,2025-03-01
EC2-Instances($),20116.96420122,23421.9218221426,24990.3574009146,27325.5733333642,29862.0773784577,29124.4377225962,36539.1395781835,36194.2213524522,39388.4530754915,40564.3251665561,39954.971597546,51070.0881304687
EC2-Other($),3122.5814303652,5937.9251133578,8511.9922067293,21334.8918066776,29184.2023865453,30106.9798627851,30827.8604004223,30206.2242573022,30472.6626717225,31559.6972975363,31695.5358458194,48519.159601452
S3($),198.4823891942,829.3832268774,574.1351507256,2045.5136892794,2930.8660235183,3451.1145617881,3732.4711669145,3786.9470598651,3213.5161784634,3241.6051392517,3355.2031222584,3717.9677596031
Elastic Load Balancing($),175.7572729053,685.9381480458,985.8348064073,1289.065768044,1273.9012294777,1252.3877314002,1335.9830851331,1237.3293746464,1411.7255475756,1413.1739972363,1301.0756277302,1387.5465070896
VPC($),306.3539323972,337.6366436709,335.9649467866,361.5777025084,354.5640541238,360.142206808,382.2420634582,433.1306053408,494.0043029919,488.5079437342,450.7141716141,514.8349483929
CloudWatch($),80.0652755693,79.0696984391,81.3698388539,102.3856355407,120.6942700488,114.0395651072,123.4644641597,124.8009761017,125.2088685013,128.6186964324,128.5661075961,141.3340797822
Elastic Container Service for Kubernetes($),72.0,74.4,72.0,74.4,74.4,72.0,74.4,72.0,74.4,74.4,67.2,74.4
Secrets Manager($),6.8341083094,9.4734058848,11.305929437,12.270846133,12.9984080685,13.8957316587,15.1475251115,15.0988205476,15.2698558614,15.6761833847,15.6795214668,18.1668310176
Kinesis($),12.601700372,13.0350756315,12.6224730415,13.046355174,13.04775962,12.626388844,13.042328242,12.621765731,13.045547649,13.0453123845,11.761096606,13.02
DynamoDB($),4.4878412192,4.7858690148,4.9189599112,5.3164199404,5.4937856622,5.499881859,5.6901483532,5.6553951287,6.0530052981,6.142069834,5.6343318405,6.073680521
SQS($),0.689862037,0.503236,0.6353412,1.1376672,1.1448528389,1.0286108,1.4078792,1.4679516127,1.4792380194,1.4239980097,1.272944,1.3111900127
Cost Explorer($),0.7,0.61,0.94,0.53,0.36,0.86,0.9,0.95,1.82,1.81,1.64,1.96
Service Catalog($),0.0462,0.0378,0.0833,0.4032,0.483,0.2492,0.7707,0.112,0.1239,0.1218,0.1043,0.1617
Route 53($),0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Key Management Service($),0.079719,0.083907,0.073305,0.071208,0.073917,0.071472,0.075183,0.082329,0.106884,0.109389,0.099234,0.078174
Lambda($),0.0065536701,0.0066663574,0.0064988048,0.0067641165,0.0055442275,0.0079036529,0.0086094693,0.0108904645,0.0086505824,0.0089098048,0.0081647138,0.009126313
Glue($),0.00464,0.004802,0.004914,0.007503,0.00641,0.004804,0.006513,0.0053596792,0.00545718,0.0040082128,0.0043166192,0.0024542521
Athena($),,,,,,,,0.0144,,,,0.03939
CloudWatch Events($),0.000594,0.003244,0.003065,0.00451,0.004351,0.004603,0.005037,0.005195,0.004933,0.004717,0.004876,0.006044
SES($),,,,,,,,,0.0007005803,0.0150839186,0.0106562696,0.0093091507
SNS($),0.0018298653,0.0021466337,0.0016617228,0.0028749305,0.0025178938,0.0015395514,0.0026441825,0.0020601794,0.0021248756,0.0028255965,0.0018186295,0.001419989
Simple Workflow Service($),4.99716e-05,5.22851e-05,4.58073e-05,5.24136e-05,5.2437e-05,4.67166e-05,5.32272e-05,4.95768e-05,5.10069e-05,4.86234e-05,4.24263e-05,3.62292e-05
Step Functions($),2.6514e-05,2.77415e-05,2.455e-05,4.04994e-05,5.56017e-05,5.01634e-05,5.59638e-05,5.15091e-05,5.32593e-05,5.02638e-05,4.55077e-05,3.54998e-05
CloudShell($),,,,,,,,,,,,2.84e-08
Glacier($),,,,,,,,1.96e-08,,,,
CloudTrail($),0,0,0,0,0,0,0,0,0,0,0,0
X-Ray($),,,,,0.0,,,,,,,
CloudFormation($),,,,,,,0.0,0.0,0.0,0.0,0.0,
Total costs($),24097.7576266098,31394.9208850824,35582.3498688919,52566.3053768217,63834.4259965212,64515.4518827308,73052.7174350208,72090.779894157,75217.9910460586,77508.7926367798,76989.5878206436,105466.270417802
