Service,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01,2025-02-01,2025-03-01
EC2-Other($),219229.1754052541,200646.4793848693,186468.0315306736,163081.0256101767,139185.5740817979,139492.8120905028,128347.1245836187,126514.0076680712,128010.7356923581,121884.0719970195,116020.0033416191,104833.7534358434
EC2-Instances($),81086.4628710743,77444.2895143698,71880.4674215109,66571.4026965414,64681.6830243223,62516.583263357,69469.9468315758,68394.3266373249,74542.1946238499,76791.702192577,69085.3306415909,70941.4761987134
S3($),14634.9152523585,14378.9133691272,13333.9135728859,12149.8112346606,11295.4422891658,11192.6285317635,11289.1692347982,11074.2819588295,11183.076460505,11205.2132896311,11024.5941445066,11032.7552949019
Elastic Load Balancing($),11671.4198397421,11170.216062939,10678.7585305612,10447.3841316118,10104.3594371423,9972.551340177,10397.3168552035,9902.0608759191,10796.2947750981,10282.3434276934,9256.9038256103,9708.2168666306
Route 53($),2683.8824015289,2860.8604772484,2700.1678592476,2759.4592468536,2748.1861466096,2524.0139912751,2587.4399895109,2389.5424488413,2478.6280248984,2579.5322545859,2420.220482261,2578.7112040684
VPC($),1696.8752308061,1854.8496198425,1803.7250200574,1832.8878808596,1731.5107163043,1731.2664906891,1820.3836440219,1732.5724061332,1879.4527137548,1899.8735050278,1749.2653147715,1891.2824931357
Elastic File System($),406.6718779382,559.1324000234,696.8584103335,858.9987667638,1044.8883925153,1253.335082788,1456.6498469711,1658.1580493449,1855.4379674311,2009.0074673807,1221.1626868362,0.0538053568
CloudWatch($),481.3680939589,473.9500525578,456.5077326121,435.2906800681,437.9942950091,434.1766607214,435.2441820861,423.2343809818,423.4716691879,566.5194633869,785.7195739145,574.1101813861
Elastic MapReduce($),913.0230140106,896.7253582098,854.9346438638,465.6144705068,293.5699850964,300.4312961412,293.2704427734,338.6894790498,262.0186174776,293.3135491206,277.9049881524,268.923665961
DynamoDB($),427.4401284583,427.4819033903,427.440713539,427.4834516062,427.4828886402,427.4408556943,427.4826071572,427.4399830975,427.4827478987,427.4830293817,427.3555142224,427.4829858307
Config($),,,,,,,,,,672.828,961.851,
Elastic Container Service for Kubernetes($),144.0,148.8,144.0,148.8,148.8,144.0,148.8,223.978900695,148.8,148.8,80.170369305,
Direct Connect($),216.1505485384,133.8965118169,102.2520932897,90.534297779,89.28,86.4,89.28,86.4,89.28,89.28,80.64,89.28
