Service,2024-04-01,2024-04-02,2024-04-03,2024-04-04,2024-04-05,2024-04-06,2024-04-07,2024-04-08,2024-04-09,2024-04-10,2024-04-11,2024-04-12,2024-04-13,2024-04-14,2024-04-15,2024-04-16,2024-04-17
EC2-Instances($),477.4643296984,486.9960965948,491.4977251767,490.3481300684,485.750329861,482.8297064668,482.1566097281,486.1017183834,483.1944150735,484.0142593369,478.580689905,486.8238374871,486.9942831128,489.2511957779,492.5782019376,502.8881660833,511.696877157
EC2-Other($),334.68310442,344.9601780394,359.4004732547,363.9880020532,364.4482620098,363.8010910673,363.1052294536,364.3953069223,362.0672475701,365.4960172638,372.6806280189,389.8819533538,401.3694844482,403.5362014151,395.0377455799,374.2209980808,383.3616867232
VPC($),12.6649259414,12.3859803786,12.330703991,12.3199264486,12.4247008489,12.354631785,12.3990356944,12.4089172748,12.4302666208,12.6312330958,13.1717731448,13.4070796294,13.2241292661,13.1756523798,13.2715016375,13.1683420906,13.1046466597
Elastic Load Balancing($),8.2180697743,8.5855296025,8.449215201,8.4085932688,8.5841276469,8.4792769636,8.3691753782,8.4752578173,8.394323071,8.9308928501,14.0646962538,16.0655129712,16.4445812475,16.272446993,16.9437841574,16.9196009649,17.3999028474
CloudWatch($),3.5012314224,3.5001814256,3.5116314292,3.500401432,3.5002214351,3.5002314384,3.5001914416,3.5002314448,3.500251448,3.5004014512,3.5001214543,1.2080881471,1.2065114835,1.2069781535,1.2115692678,1.2071581598,1.210808163
Elastic Container Service for Kubernetes($),2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
Secrets Manager($),0.1711983336,0.1740433336,0.1738783336,0.1797516662,0.1986066656,0.2003916656,0.1978566656,0.1980116656,0.1984516656,0.206683888,0.254815,0.2632794448,0.2761533344,0.2761533344,0.2764083344,0.2930533344,0.3116600004
S3($),0.0218393716,0.0235188176,0.0256068125,0.0269494436,0.02676804,0.0278379076,0.028588025,0.0307634674,0.0315235157,0.033036323,0.0391152482,0.0457316776,0.0521158546,0.05804902,0.0635943476,0.0699585488,0.0755778465
Cost Explorer($),0.08,0.06,0.06,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03
SQS($),0.0213756,0.0237496,0.0238272,0.0239204436,0.0237492,0.0237144,0.0236716,0.0237392,0.0237964,0.0238216,0.0230544,0.0227116438,0.0306528,0.030388,0.0280348,0.0294704,0.0233516
DynamoDB($),0.021312,0.021312,0.021312,0.021312,0.021312,0.021312,0.021312,0.021312,0.021312,0.021312,0.021312,0.021312,0.021312,0.021312,0.021312,0.021312,0.021312
Route 53($),0.1,,,,,,,,,,,,,,,,
Key Management Service($),0.002775,0.002751,0.002418,0.002946,0.002829,0.002901,0.002832,0.002829,0.002763,0.00291,0.002832,0.001746,0.002427,0.002487,0.003027,0.002844,0.002835
Service Catalog($),0.007,0.0077,0.0021,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
Lambda($),0.0002494482,0.0002332699,0.0002351208,0.0002312874,0.0002608702,0.0001873195,0.0002106626,0.0002420943,0.0002054953,0.0002365022,0.0001898699,0.000243614,0.0002099473,0.0002084256,0.000225943,0.0002111601,0.0002327221
Glue($),7.3e-05,9.3e-05,0.000101,0.000114,0.000127,0.000117,0.000116,0.000106,0.000126,0.000117,0.000116,0.000114,0.00012,0.000116,0.000192,0.000208,0.000207
CloudWatch Events($),8.5e-05,0.0001,0.000143,0.000171,6.4e-05,4.7e-05,2.4e-05,5.6e-05,8.8e-05,9.6e-05,3.1e-05,0.000117,4e-05,7.1e-05,4.1e-05,5.8e-05,4.4e-05
SNS($),2.2069e-06,2.4923e-06,3.7506e-06,6.73517e-05,6.20963e-05,6.41033e-05,6.61013e-05,7.79131e-05,8.06916e-05,8.19104e-05,7.17021e-05,9.53731e-05,8.35348e-05,8.01937e-05,7.91095e-05,8.21092e-05,6.91069e-05
Simple Workflow Service($),1.3881e-06,1.3881e-06,1.3881e-06,1.8508e-06,1.3881e-06,1.8508e-06,1.8508e-06,1.3881e-06,1.8508e-06,1.8508e-06,1.8508e-06,1.3881e-06,1.8508e-06,1.3881e-06,1.8508e-06,1.8508e-06,1.8508e-06
Step Functions($),4.91e-07,7.365e-07,7.365e-07,9.82e-07,7.365e-07,9.82e-07,7.365e-07,9.82e-07,9.82e-07,7.365e-07,9.82e-07,9.82e-07,9.82e-07,7.365e-07,9.82e-07,9.82e-07,9.82e-07
CloudTrail($),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total costs($),839.3575730959,859.1414716789,877.8993763947,881.2419192963,877.4028227984,873.6629129499,872.2263213377,877.5799715531,872.2862533844,877.2825018087,884.7608488298,910.173224712,922.043506862,926.2527418176,921.8571199475,911.2428657647,929.640613659
