Service,2024-04-01,2024-04-02,2024-04-03,2024-04-04,2024-04-05,2024-04-06,2024-04-07,2024-04-08,2024-04-09,2024-04-10,2024-04-11,2024-04-12,2024-04-13,2024-04-14,2024-04-15,2024-04-16,2024-04-17
FSx($),0.0094970703,0.0094970703,0.0094970703,0.0094970703,0.0094970703,0.0094970703,0.0094970703,0.0094970703,0.0094970703,0.0094970703,0.0094970703,0.0094970703,0.0094970703,0.0094970703,0.0094970703,0.0094970703,0.0094970703
Backup($),0.0076524366,0.0076525413,0.0076520729,0.0076517991,0.0076515307,0.0076515104,0.0076515104,0.0076512845,0.0076512729,0.0076512597,0.0076512719,0.007651272,0.0076512547,0.0076512702,0.0076512691,0.0076510415,0.0076508269
CloudWatch Events($),0.003562,0.00387,0.003384,0.003384,0.003896,0.003148,0.002672,0.003694,0.003498,0.00353,0.003026,0.00337,0.002764,0.00281,0.003784,0.004042,0.004006
Service Catalog($),0.0,0.0035,0.0014,0.0014,0.0014,0.0028,0.0028,0.0028,0.0028,0.0028,0.0028,0.0042,0.0028,0.0028,0.0028,0.0028,0.0028
Athena($),,,0.00025,,,,,,,,,,,,,0.005475,
SES($),,0.0001000581,0.0001000653,,,,,,,,,,,,,,
Location Service($),2e-05,,1e-05,3e-05,,2e-05,,1e-05,3e-05,,2e-05,,1e-05,3e-05,,2e-05,
Simple Workflow Service($),1.3921e-06,1.3937e-06,9.31e-07,1.8628e-06,1.4057e-06,1.4041e-06,1.8708e-06,1.8716e-06,1.4089e-06,1.8668e-06,1.8724e-06,1.4113e-06,1.874e-06,1.4105e-06,1.8732e-06,1.874e-06,1.8724e-06
CloudTrail($),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Migration Hub Refactor Spaces($),,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
SimpleDB($),,,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Total costs($),11639.3887472305,11788.3317366585,11677.3175714488,11662.8774773536,11487.4608271357,11304.5352230939,11248.9935206401,11274.8962105351,11223.8479728851,11125.3402732085,11156.2201177379,11130.1191496649,11037.0821750291,11017.4605377099,11303.1283483996,11238.1533213392,11133.9450154928
